u,v,pois_count
9883869868,9883869863,2
9883869868,9883869874,4
9883869874,9883869868,4
9883869874,9883869874,4
9893481644,8893397574,1
9893481661,1579567759,1
9893481662,1623906347,1
9893481663,1579567702,1
9912644636,8659214336,1
9912644636,9912644637,1
9912644636,9912644661,1
9912644637,9912644636,1
9912644661,8659214332,1
9912644661,8659214334,1
9912644661,9912644636,1
9912644674,8659214332,1
9913869799,9913869805,1
9913869805,9913869799,1
9913869809,9913869814,1
9913869814,9913869809,1
9916531422,8324091,1
9916727016,9916765519,1
9916765519,9916727016,1
9916765519,9916765524,1
9916765519,10026970450,1
9916765524,9916765519,1
9916765524,9916765525,1
9916765524,10026970451,1
9916765525,286581166,1
9916765525,9916765524,1
9916765525,10026886961,1
9916765529,278619680,1
9916765529,286581156,1
9916765529,9916765533,2
9916765531,278619680,1
9916765531,9312867324,1
9916765531,9916765533,1
9916765533,291745436,2
9916765533,9916765529,2
9916765533,9916765531,1
9921222252,9360188338,2
9921222252,9360188345,1
9921222260,582538143,1
9921222268,9360188336,1
9921222268,9360188338,1
9921222268,9921222274,1
9921222273,9921222274,1
9921222274,9360188345,1
9921222274,9921222268,1
9921222274,9921222273,1
9922119782,7442159593,1
9922271922,2021691367,1
9922271925,2021874010,1
9922330563,3191820947,1
9923373872,9923373873,1
9923373873,9923373872,1
9931330394,1359686074,1
9931330394,9931345962,1
9931345962,9931330394,1
9937131844,267670352,2
9937131844,268575775,2
9937131844,751333550,2
9939670011,9939671632,1
9939670011,9939671636,1
9939670011,9944631034,1
9939671632,9939670011,1
9939671636,273344883,1
9939671636,273344885,1
9939671636,9939670011,1
9941120570,291745423,1
9941120570,291745425,1
9941120570,9941120570,2
9942236201,268575769,2
9942236201,3350335144,2
9942236201,10015997488,2
9942236204,3350346392,2
9942236204,4337860022,2
9942236204,10015997504,2
9944631034,273344881,1
9944631034,273344883,1
9944631034,9939670011,1
9945741680,727379968,1
9945741680,727380007,1
9945741680,9945741701,1
9945741684,727379986,1
9945741701,24839893,1
9945741701,727379993,1
9945741701,727380007,1
9945741701,9945741680,1
9945741713,727379993,1
9945741714,727379986,1
9945741714,1337333797,1
9945741714,2255827398,1
9947092190,9947092196,1
9947092190,9947092200,1
9947092190,9970881699,1
9947092191,9947092192,1
9947092191,9947092196,1
9947092191,9947092200,1
9947092192,9947092191,1
9947092192,9947092193,1
9947092192,9947099969,1
9947092192,10032270289,1
9947092193,9947092192,1
9947092193,9947092195,1
9947092193,9947099969,1
9947092195,9947092193,1
9947092196,9947092190,1
9947092196,9947092191,1
9947092196,9947092197,1
9947092197,9947092196,1
9947092200,9947092190,1
9947092200,9947092191,1
9947092200,9947092204,2
9947092204,9947092200,2
9947092204,9947092207,1
9947092204,9947092208,1
9947092207,9947092204,1
9947092208,6504243379,1
9947092208,9947092204,1
9947092208,9947099963,2
9947099963,5109757361,2
9947099963,6504243380,2
9947099963,9947092208,2
9947099969,7442159594,1
9947099969,9947092192,1
9947099969,9947092193,1
9947099971,9947099999,1
9947099999,7442159593,1
9947099999,9947099971,1
9947099999,9947100000,1
9947100000,7442159603,1
9947100000,7442159604,1
9947100000,9947099999,1
9947100000,9947100001,1
9947100001,7442159593,1
9947100001,7442159594,1
9947100001,9947100000,1
9947100025,9947100024,1
9947100026,6504243384,1
9947100026,9947100030,1
9947100029,6504243376,1
9947100029,6504243384,1
9947100029,9947100030,1
9947100030,1300735690,2
9947100030,9947100025,1
9949043425,5860426360,1
9949043425,9949043432,1
9949043425,10156555271,1
9949043432,5860426371,1
9949043432,9949043425,1
9949043432,10156555254,1
9949637472,6270574488,3
9949637472,6270574510,3
9949637472,9949637474,3
9949637474,4745313095,3
9949637474,9949637472,3
9949637474,10098625020,3
9949637475,4745313103,3
9949637475,6270574905,3
9949637475,6270574911,3
9950036244,9793862897,1
9951450099,9422329094,3
9951450099,9422329096,3
9951450099,10058324737,3
9951477917,9422329094,3
9951477917,9422329096,3
9951477917,10058302811,3
9951537131,2327477958,1
9951537131,8745786743,1
9951537131,9951537137,1
9951537132,2327477959,1
9951537132,4199695684,1
9951537132,8745786743,1
9951537133,2327477959,1
9951537133,7373471998,1
9951537133,10013471134,1
9951537137,267670356,2
9951537137,293588524,1
9951537137,9951537131,1
9951537137,9951537142,1
9951537142,267670353,2
9951537142,299742394,1
9951537142,299742401,1
9951537142,9951537137,1
9951537143,727419761,1
9951537143,2327477958,1
9951537149,3350321923,2
9951537149,10013471117,1
9952724248,9952724250,1
9952724250,9952724248,1
9955289014,9955289015,1
9955289015,9955289014,1
9955296563,9955296566,1
9955296566,9955296563,1
9955296607,401520023,2
9955296607,9955296608,4
9955296608,9955296607,4
9955296608,9955296656,2
9955296631,9271484159,1
9955296631,9955296636,1
9955296631,9955296663,3
9955296636,9955296631,1
9955296636,9955296637,1
9955296636,9955296638,1
9955296636,9955296652,2
9955296637,1142416590,1
9955296637,1163389904,1
9955296637,9955296636,1
9955296638,1163389904,1
9955296638,9955296636,1
9955296638,9955296639,1
9955296639,271446257,1
9955296639,1142417078,1
9955296639,9955296638,1
9955296652,1399437068,2
9955296652,9955296636,2
9955296652,9955296658,2
9955296652,9955296663,2
9955296656,9955296608,2
9955296656,9955296657,1
9955296656,9955296665,1
9955296657,401520023,1
9955296657,9271442489,1
9955296657,9955296656,1
9955296658,271446336,1
9955296658,1142416628,1
9955296658,9955296652,2
9955296663,9271484168,2
9955296663,9955296631,3
9955296663,9955296652,2
9955296663,9955296665,2
9955296665,9271484168,1
9955296665,9955296656,1
9955296665,9955296663,2
9959620885,24986903,1
9959620885,24986915,1
9959620885,24986925,1
9965519146,6878483616,3
9965519146,9965519151,3
9965519146,10016366232,3
9965519151,9965519146,3
9965519151,9969679364,3
9965519151,10016366235,3
9965519151,10016366238,3
9965519151,10023130016,3
9965519168,9965519210,3
9965519168,9969679364,3
9965519168,10016366238,3
9965519191,9965519197,2
9965519191,10016015838,3
9965519191,10016366238,3
9965519197,9965519191,2
9965519210,9965519168,3
9965519210,10016366232,3
9965519210,10016366237,3
9965562529,1059565520,1
9965562529,1059565531,1
9965562529,4427861609,1
9966107145,9966107151,3
9966107151,9966107145,3
9966107151,9966107153,3
9966107151,9966117728,3
9966107153,9966107151,3
9966117728,6878483616,3
9966117728,6878483618,3
9966117728,9966107151,3
9966117728,10016366230,3
9969679364,9965519151,3
9969679364,9965519168,3
9969679364,10016366232,3
9970635491,9970635494,1
9970635494,9970635491,1
9970881699,9947092190,1
9970881699,9970881706,1
9970881706,9970881699,1
9972104470,4937608748,2
9978561082,9978561083,1
9978561082,10026850001,2
9978561083,9978561082,1
9978561083,10026849967,1
9978561083,10026886944,1
9978561108,1330913844,1
9978561108,9312867319,1
9978561108,9978561109,1
9978561109,9312814510,1
9978561109,9312814515,1
9978561109,9978561108,1
9996026700,9996026723,1
9996026702,9996026719,1
9996026709,9996026715,2
9996026709,9996026719,1
9996026715,9996026709,2
9996026715,9996026723,1
9996026716,4931570321,1
9996026716,9996026719,1
9996026716,9996026725,1
9996026719,9996026702,1
9996026719,9996026709,1
9996026719,9996026716,1
9996026723,9996026700,1
9996026723,9996026715,1
9996026723,9996026725,1
9996026725,4931570324,1
9996026725,9996026716,1
9996026725,9996026723,1
9997675186,1330913844,1
9997675186,1412059649,1
9997675186,10026886944,1
10010912255,10010912258,1
10010912258,10010912255,1
10012080863,10012080864,1
10012080864,3013003708,1
10012080864,7640809017,1
10012080864,10012080863,1
10012303881,2596758493,1
10013237545,1337346409,2
10013237546,31875650,3
10013237546,1337346410,2
10013237546,10013237547,2
10013237547,10013237546,2
10013455111,1681720459,1
10013455111,1681720461,2
10013455111,10013471122,1
10013455111,10018782277,1
10013455116,24670702,1
10013455116,10013471117,1
10013455116,10013471124,1
10013471117,299742394,1
10013471117,9951537149,1
10013471117,10013455116,1
10013471122,3350376452,2
10013471122,7373471998,1
10013471122,10013455111,1
10013471122,10013471134,1
10013471124,3629166667,1
10013471124,3629171269,1
10013471124,10013455116,1
10013471133,423223902,2
10013471133,727419761,1
10013471133,10013471134,1
10013471133,10013471135,1
10013471134,31893738,2
10013471134,9951537133,1
10013471134,10013471122,1
10013471134,10013471133,1
10013471135,1284619666,1
10013471135,1656326847,2
10013471135,3350386435,1
10013471135,10013471133,1
10015689501,6952974537,1
10015689501,10015689507,1
10015689501,10018782240,1
10015689502,10015689511,2
10015689504,3678049400,1
10015689504,10015689507,1
10015689504,10040754772,1
10015689504,10206801187,1
10015689507,10015689501,1
10015689507,10015689504,1
10015689507,10015793015,1
10015689511,10015689502,2
10015689511,10018782277,1
10015793007,3389997623,1
10015793007,6952974537,1
10015793007,10015793015,1
10015793015,3629166665,1
10015793015,7424040115,1
10015793015,10015689507,1
10015793015,10015793007,1
10015941692,270151682,2
10015941692,10015941713,2
10015941692,10015953218,2
10015941706,270151679,2
10015941706,270151682,2
10015941706,10015941713,2
10015941712,270151677,2
10015941712,10015941715,2
10015941712,10015953218,2
10015941713,10015941692,2
10015941713,10015941706,2
10015941713,10015953218,2
10015941715,10015941712,2
10015953218,270151679,2
10015953218,10015941692,2
10015953218,10015941712,2
10015953218,10015941713,2
10015997488,9942236201,2
10015997502,24670131,2
10015997502,3350346392,2
10015997502,10015997504,2
10015997504,9942236204,2
10015997504,10015997502,2
10015997504,10032030396,2
10016015835,31875697,2
10016015835,31875704,2
10016015835,10016015837,2
10016015837,10016015835,2
10016015838,6878483625,2
10016015838,9965519191,3
10016015838,10018782279,2
10016366227,10016366237,3
10016366230,1281851557,3
10016366230,9966117728,3
10016366230,10016366234,3
10016366232,9965519146,3
10016366232,9965519210,3
10016366232,9969679364,3
10016366232,10016366234,3
10016366234,10016366230,3
10016366234,10016366232,3
10016366234,10016366237,3
10016366235,6878483618,3
10016366235,6878483629,3
10016366235,9965519151,3
10016366237,9965519210,3
10016366237,10016366227,3
10016366237,10016366234,3
10016366238,9965519151,3
10016366238,9965519168,3
10016366238,9965519191,3
10018782240,10015689501,1
10018782277,10013455111,1
10018782277,10015689511,1
10018782277,10040754772,1
10018782279,31875704,2
10018782279,267787164,2
10018782279,10016015838,2
10019150583,10019150584,1
10019150584,9053833316,1
10019150584,9053835320,1
10019150584,10019150583,1
10019150584,10019150585,1
10019150585,9053833316,1
10019150585,9053835320,1
10019150585,10019150584,1
10019150585,10019150586,1
10019150586,10019150585,1
10019656409,10019656410,1
10019656410,1251312690,1
10019656410,1579405498,1
10019656410,10019656409,1
10023130016,6878483618,3
10023130016,6878483625,3
10023130016,9965519151,3
10026581128,287909990,1
10026581128,2021712626,1
10026581128,2021957688,1
10026849952,10026849983,1
10026849952,10026886983,2
10026849967,9978561083,1
10026849967,10026886944,1
10026849967,10026886978,1
10026849983,10026849952,1
10026849983,10026849994,2
10026849994,9312814510,1
10026849994,10026849983,2
10026849995,10026849998,1
10026849995,10026886945,2
10026849998,10026849995,1
10026849998,10026887006,2
10026850001,9978561082,2
10026850001,10026886945,1
10026850004,10026886978,2
10026850004,10026886983,1
10026886944,9978561083,1
10026886944,9997675186,1
10026886944,10026849967,1
10026886945,10026849995,2
10026886945,10026850001,1
10026886961,286581161,1
10026886961,9916765525,1
10026886961,10026970449,1
10026886978,10026849967,1
10026886978,10026850004,2
10026886983,10026849952,2
10026886983,10026850004,1
10026887006,5009707760,1
10026887006,10026849998,2
10026970449,10026886961,1
10026970450,9916765519,1
10026970451,9916765524,1
10028016531,1270979217,1
10028016531,5846160595,1
10028016531,8984975498,1
10032030396,10015997504,2
10032270289,9947092192,1
10033459332,1744193942,1
10033459332,1744193945,1
10033459332,7580092839,1
10033485128,8553130644,1
10033485128,9129880670,1
10033485128,10033485130,1
10033485130,6359420351,1
10033485130,8553130649,1
10033485130,10033485128,1
10035209743,298676343,1
10040754772,727419746,1
10040754772,10015689504,1
10040754772,10018782277,1
10040754772,10206801138,1
10042820421,10042820428,1
10042820424,10042820428,1
10042820425,10042820428,1
10042820428,10042820421,1
10042820428,10042820424,1
10042820428,10042820425,1
10042910393,278140661,2
10043619630,8505065571,1
10044965953,6498627366,1
10044965953,6498627372,1
10044965953,6498627376,1
10044965953,10044965954,1
10044965954,6498627376,1
10044965954,10044965953,1
10044965954,10044973873,1
10044965954,10044973875,1
10044965956,10044965959,1
10044965959,6498642117,1
10044965959,10044965956,1
10044965959,10044965960,1
10044965960,6498642117,1
10044965960,10044965959,1
10044965960,10044965962,1
10044965962,10044965960,1
10044965962,10044973876,2
10044965970,9384618372,1
10044965970,10044965979,1
10044965970,10044973890,1
10044965979,10044965970,1
10044965979,10044965993,1
10044965979,10044973893,1
10044965979,10044973897,1
10044965993,6498627372,1
10044965993,6498642086,1
10044965993,10044965979,1
10044965993,10044973875,1
10044965994,9384618385,1
10044965994,10044965997,1
10044965994,10044973837,2
10044965997,10044965994,1
10044965997,10044966003,1
10044965997,10044973838,1
10044965997,10044973840,1
10044966000,10044966003,1
10044966000,10044973845,1
10044966000,10044973861,1
10044966003,6498627376,1
10044966003,10044965997,1
10044966003,10044966000,1
10044966003,10044966004,1
10044966003,10044973840,1
10044966004,6498627362,1
10044966004,10044966003,1
10044966004,10044973838,1
10044973837,6498642274,2
10044973837,10044965994,2
10044973837,10044973838,2
10044973838,10044965997,1
10044973838,10044966004,1
10044973838,10044973837,2
10044973840,10044965997,1
10044973840,10044966003,1
10044973840,10044973841,1
10044973840,10044973845,1
10044973841,9384618385,1
10044973841,10044973840,1
10044973841,10044973845,1
10044973845,10044966000,1
10044973845,10044973840,1
10044973845,10044973841,1
10044973857,6498642117,1
10044973857,10044973861,1
10044973861,10044966000,1
10044973861,10044973857,1
10044973861,10044973873,1
10044973873,10044965954,1
10044973873,10044973861,1
10044973873,10044973875,1
10044973873,10044973876,1
10044973875,6498642086,1
10044973875,10044965954,1
10044973875,10044965993,1
10044973875,10044973873,1
10044973876,6498642086,1
10044973876,10044965962,2
10044973876,10044973873,1
10044973877,6498627362,1
10044973877,6498627366,1
10044973877,6498669102,1
10044973890,6498627372,1
10044973890,6498669102,1
10044973890,9384618372,1
10044973890,10044965970,1
10044973892,10044973893,1
10044973893,10044965979,1
10044973893,10044973892,1
10044973893,10044973897,1
10044973897,10044965979,1
10044973897,10044973893,1
10044973897,10044973901,1
10044973901,1064642547,1
10044973901,9384618372,1
10044973901,10044973897,1
10044973911,6498642086,1
10045060032,1570026168,2
10045060033,1570026168,1
10045060033,10045060034,2
10045060033,10050042194,1
10045060034,10045060033,2
10045101147,4669322441,1
10045101147,5699199846,1
10045101147,9834698597,2
10045391011,4669322441,1
10045446918,9834698621,2
10045446921,5699199874,1
10048074642,10048074643,1
10048074643,10048074642,1
10048074643,10048074644,1
10048074643,10048074657,1
10048074644,2945936482,2
10048074644,10048074643,1
10048074644,10564711382,1
10048074657,10048074643,1
10048226640,5109815920,1
10048344674,270924528,1
10048379344,10048379347,1
10048379344,10048379354,1
10048379344,10048379355,1
10048379345,10048379347,1
10048379347,10048379344,1
10048379347,10048379345,1
10048379347,10048379356,1
10048379350,5706613604,1
10048379350,10048379354,1
10048379354,10048379344,1
10048379354,10048379350,1
10048379354,10048379355,1
10048379355,10048379344,1
10048379355,10048379354,1
10048379355,10048379356,1
10048379356,10048379347,1
10048379356,10048379355,1
10048379356,10048379357,1
10048379357,10048379356,1
10050042194,8086662,1
10050042194,4669093135,1
10050042194,10045060033,1
10054014780,10054014781,1
10054014781,10054014780,1
10054014782,10054014788,1
10054014788,10054014782,1
10054067577,10054067578,1
10054067578,10054067577,1
10054067579,10054067581,1
10054067581,10054067579,1
10056962818,10056962819,1
10056962818,10056962831,1
10056962818,10056962834,1
10056962819,10056962818,1
10056962826,10056962829,2
10056962826,10056962833,1
10056962829,10056962826,2
10056962829,10056962834,1
10056962831,10056962818,1
10056962831,10056962833,1
10056962831,10056962834,1
10056962833,10056962826,1
10056962833,10056962831,1
10056962833,10058213671,1
10056962834,10056962818,1
10056962834,10056962829,1
10056962834,10056962831,1
10058213671,10056962833,1
10058302747,10058324618,3
10058302747,10058324638,3
10058302747,10076567570,3
10058302766,10058324745,3
10058302770,10058324618,3
10058302770,10058324737,3
10058302770,10076567582,3
10058302805,10058302805,6
10058302805,10058324742,3
10058302811,9951477917,3
10058302811,10058324656,3
10058302811,10058324742,3
10058324618,10058302747,3
10058324618,10058302770,3
10058324618,10058324673,3
10058324638,10058302747,3
10058324638,10076567562,6
10058324638,10076567579,3
10058324638,10076567592,3
10058324641,267670326,2
10058324641,10058324656,3
10058324641,10076567566,2
10058324656,3350321921,3
10058324656,10058302811,3
10058324656,10058324641,3
10058324656,10058324664,3
10058324664,10058324656,3
10058324664,10058324742,3
10058324664,10076567587,3
10058324673,267670327,3
10058324673,10058324618,3
10058324673,10058324737,3
10058324690,10058324745,3
10058324737,9951450099,3
10058324737,10058302770,3
10058324737,10058324673,3
10058324742,9422329092,3
10058324742,10058302805,3
10058324742,10058302811,3
10058324742,10058324664,3
10058324745,10058302766,3
10058324745,10058324690,3
10058324745,10076567567,3
10063887224,10063887227,1
10063887224,10063887230,1
10063887224,10063887231,1
10063887225,10063887226,1
10063887225,10063887233,1
10063887225,11061276798,1
10063887226,10063887225,1
10063887226,10063887227,1
10063887226,10063887229,1
10063887227,10063887224,1
10063887227,10063887226,1
10063887227,10063887228,1
10063887228,10063887227,1
10063887229,10063887226,1
10063887230,10063887224,1
10063887231,10063887224,1
10063887231,10063887232,1
10063887231,10063887233,1
10063887232,10063887231,1
10063887233,10063887225,1
10063887233,10063887231,1
10063887233,10063887234,1
10063887234,10063887233,1
10074556267,10074556268,1
10074556267,10074556283,1
10074556267,10079785839,1
10074556268,10074556267,1
10074556269,1467134421,1
10074556269,6167110421,1
10074556269,10074556283,1
10074556269,10079785821,1
10074556282,1467134421,1
10074556282,10074556282,2
10074556282,10074556283,1
10074556283,10074556267,1
10074556283,10074556269,1
10074556283,10074556282,1
10074584858,532280056,1
10074584858,10074584860,1
10074584859,534753042,1
10074584859,6167110422,1
10074584859,10074584860,1
10074584860,534753042,1
10074584860,8893397587,1
10074584860,10074584858,1
10074584860,10074584859,1
10076567559,10076567574,3
10076567559,10076567587,6
10076567562,10058324638,6
10076567562,10076567574,3
10076567566,299742415,2
10076567566,10058324641,2
10076567566,10076567574,3
10076567567,10058324745,3
10076567567,10076567570,3
10076567567,10076567579,3
10076567570,10058302747,3
10076567570,10076567567,3
10076567570,10076567582,3
10076567571,9422329092,3
10076567571,9422329096,3
10076567571,10076567582,3
10076567574,10076567559,3
10076567574,10076567562,3
10076567574,10076567566,3
10076567579,10058324638,3
10076567579,10076567567,3
10076567579,10076567592,3
10076567582,10058302770,3
10076567582,10076567570,3
10076567582,10076567571,3
10076567587,10058324664,3
10076567587,10076567559,6
10076567592,9422329092,3
10076567592,10058324638,3
10076567592,10076567579,3
10079785821,532251555,1
10079785821,10074556269,1
10079785821,10079785822,1
10079785822,10079785821,1
10079785839,10074556267,1
10083447046,10083447047,1
10083447046,10083447059,1
10083447047,10083447058,1
10083447058,10083447047,1
10083447058,10083447059,1
10083447059,10083447065,1
10083447065,10083447067,1
10083447065,10083447069,1
10083447067,10083447046,1
10083447068,10083447069,1
10083447069,10083447067,1
10083447069,10083447068,1
10098377403,1679793062,1
10098377403,9188688205,1
10098377403,10098427494,1
10098377404,1679793062,1
10098377404,5774896427,1
10098377404,10098427494,1
10098377404,10098427495,1
10098427479,1679793093,1
10098427479,1679793096,1
10098427479,10098427496,1
10098427481,1756195877,1
10098427481,10098427482,1
10098427481,10766353148,1
10098427482,10098427481,1
10098427482,10098427486,1
10098427482,10766353147,1
10098427483,1756195838,1
10098427483,10766353147,1
10098427483,10766353148,1
10098427486,1679793122,1
10098427486,5774896405,1
10098427486,10098427482,1
10098427487,1756195861,1
10098427487,10098427488,1
10098427487,10098427489,1
10098427488,1756195824,1
10098427488,10098427487,1
10098427488,10098427489,1
10098427489,9188691199,1
10098427489,10098427487,1
10098427489,10098427488,1
10098427494,5774896427,1
10098427494,10098377403,1
10098427494,10098377404,1
10098427495,1756195875,1
10098427495,9188691174,1
10098427495,10098377404,1
10098427496,9188688215,1
10098427496,9188691181,1
10098427496,10098427479,1
10098427499,9188688207,1
10098427499,9188688210,2
10098617715,4745313087,3
10098617715,6270575072,3
10098617715,10098625017,3
10098625017,6270575037,3
10098625017,6270575074,3
10098625017,10098617715,3
10098625020,4745313094,3
10098625020,4745313111,3
10098625020,9949637474,3
10102161526,6270575041,3
10102161526,6270575075,3
10102161526,10102161530,3
10102161530,4745313100,3
10102161530,4745313105,3
10102161530,10102161526,3
10103401146,1570026178,1
10103401146,5699199846,1
10103401146,10240929924,2
10103446837,5697186702,1
10103446837,7444528661,1
10103446853,5697186706,1
10121521894,1652696674,1
10121813216,7741038,2
10121813216,9839949347,2
10121813216,9839949349,2
10127644186,4731304536,1
10127644186,10127644186,2
10142455726,10142455742,1
10142455726,10142455744,1
10142455726,10142455756,1
10142455728,10142455737,1
10142455728,10142455746,1
10142455728,10142455751,1
10142455735,10142455736,1
10142455735,10142455737,1
10142455735,10142455744,1
10142455736,10142455735,1
10142455736,10142455744,1
10142455736,10142455746,1
10142455737,10142455728,1
10142455737,10142455735,1
10142455737,10142455741,1
10142455741,10142455737,1
10142455741,10142455742,1
10142455741,10142455745,1
10142455742,10142455726,1
10142455742,10142455741,1
10142455742,10142455751,1
10142455744,10142455726,1
10142455744,10142455735,1
10142455744,10142455736,1
10142455745,10142455741,1
10142455746,10142455728,1
10142455746,10142455736,1
10142455746,10142455747,1
10142455747,10142455746,1
10142455751,10142455728,1
10142455751,10142455742,1
10142455751,10142455752,1
10142455752,10142455751,1
10142455756,10142455726,1
10143262364,279851482,1
10143262364,5453709388,1
10143262364,10143262370,1
10143262364,10143262390,1
10143262370,10143262364,1
10143262383,10143262384,3
10143262384,10143262383,3
10143262384,10143262385,2
10143262384,10143262390,2
10143262385,8444636916,1
10143262385,10143262384,2
10143262385,10143262390,1
10143262390,10143262364,1
10143262390,10143262384,2
10143262390,10143262385,1
10146823629,6045824978,1
10146823633,6045824969,1
10146823637,6045824975,1
10147018112,1524390884,1
10147063417,1524390886,1
10147234981,5867513336,1
10147234981,5867513342,1
10147234981,10147234982,1
10147234982,10147234981,1
10149096121,1270978951,1
10149096121,10149096125,1
10149096125,5890602178,1
10149096125,5890602180,1
10149096125,10149096121,1
10149272667,5890602180,1
10149272674,5890602178,1
10149277108,4103908999,1
10149277112,10149292219,1
10149292218,4103909015,1
10149292218,4103909017,1
10149292218,10149292219,1
10149292219,4103909015,1
10149292219,10149277112,1
10149292219,10149292218,1
10149292237,4103908999,1
10149292237,4103909010,1
10149292237,10149292238,1
10149292238,10149292237,1
10149295567,5885742682,1
10149295575,5885742679,1
10151325375,9015694164,1
10154622897,318310625,1
10154622897,10154692263,1
10154622897,10154692542,1
10154622903,10154692312,1
10154622903,10154692322,1
10154622903,10154692342,1
10154692259,318310624,1
10154692259,1604956467,1
10154692259,10154692266,1
10154692263,10154622897,1
10154692263,10154692283,1
10154692263,10154692433,1
10154692266,10154692259,1
10154692266,10154692322,1
10154692266,10154692342,1
10154692283,1604956465,1
10154692283,10154692263,1
10154692283,10154692331,1
10154692293,10154692312,1
10154692293,10154692342,1
10154692293,10154692453,1
10154692312,1604956465,1
10154692312,10154622903,1
10154692312,10154692293,1
10154692322,10154622903,1
10154692322,10154692266,1
10154692322,10154692432,1
10154692331,10154692283,1
10154692331,10154692433,1
10154692331,10154692453,1
10154692342,10154622903,1
10154692342,10154692266,1
10154692342,10154692293,1
10154692432,318310624,1
10154692432,1605069086,1
10154692432,10154692322,1
10154692433,10154692263,1
10154692433,10154692331,1
10154692433,10154692542,1
10154692453,1604956465,1
10154692453,1604956467,1
10154692453,10154692293,1
10154692453,10154692331,1
10154692524,318310625,1
10154692524,1604956467,1
10154692524,10154692542,1
10154692542,10154622897,1
10154692542,10154692433,1
10154692542,10154692524,1
10154770696,10154772549,1
10154770696,10154772602,1
10154770696,10815968488,1
10154772545,1604951827,1
10154772545,8077160974,1
10154772545,10154772556,1
10154772549,1015232902,1
10154772549,10154770696,1
10154772549,10154772578,1
10154772551,452958111,1
10154772551,1605049387,1
10154772551,1605049441,1
10154772556,1604951827,1
10154772556,1604956468,1
10154772556,10154772545,1
10154772578,10154772549,1
10154772578,10154772602,1
10154772578,10815968484,1
10154772595,318310623,1
10154772595,1604956462,1
10154772595,10815968484,1
10154772602,10154770696,1
10154772602,10154772578,1
10154772602,10815968485,1
10154955314,10655348157,1
10155544846,10155544847,2
10155544847,10155544846,2
10156363388,10156363390,1
10156363388,10156363402,1
10156363388,10156363405,1
10156363390,10156363388,1
10156363390,10156363413,1
10156363390,10156363415,1
10156363395,10156363396,1
10156363395,10156363414,1
10156363395,10156363415,1
10156363396,10156363395,1
10156363397,10156363402,1
10156363397,10156378733,1
10156363397,10156378747,1
10156363402,10156363388,1
10156363402,10156363397,1
10156363402,10156378748,1
10156363405,10156363388,1
10156363405,10156363406,1
10156363405,10156378743,1
10156363406,10156363405,1
10156363407,10156378733,1
10156363413,10156363390,1
10156363414,10156363395,1
10156363415,10156363390,1
10156363415,10156363395,1
10156363415,10156378750,1
10156378721,10156378724,1
10156378721,10156378749,1
10156378721,10156378750,1
10156378724,10156378721,1
10156378724,10156378739,1
10156378724,10156378741,1
10156378730,10156378733,1
10156378730,10156378739,1
10156378730,10156378792,1
10156378733,10156363397,1
10156378733,10156363407,1
10156378733,10156378730,1
10156378739,10156378724,1
10156378739,10156378730,1
10156378739,10156378740,1
10156378740,10156378739,1
10156378741,10156378724,1
10156378743,10156363405,1
10156378747,10156363397,1
10156378748,10156363402,1
10156378749,10156378721,1
10156378750,10156363415,1
10156378750,10156378721,1
10156378750,10156378751,1
10156378751,10156378750,1
10156378777,10156378792,2
10156378792,10156378730,1
10156378792,10156378777,2
10156378792,10156378818,1
10156378818,10156378792,1
10156555254,9949043432,1
10156555254,10156555255,1
10156555254,10156555259,1
10156555255,10156555254,1
10156555256,10156555257,1
10156555257,5860426371,1
10156555257,10156555256,1
10156555257,10156555258,1
10156555258,10156555257,1
10156555259,5860426366,1
10156555259,10156555254,1
10156555259,10156555260,1
10156555260,10156555259,1
10156555261,5860426366,1
10156555262,5860426366,1
10156555264,10156555265,1
10156555265,10156555264,1
10156555265,10156555266,1
10156555265,10156555271,1
10156555266,5860426366,1
10156555266,10156555265,1
10156555266,10156555267,1
10156555267,10156555266,1
10156555268,10156555269,1
10156555269,5860426360,1
10156555269,5860426371,1
10156555269,10156555268,1
10156555270,10156555271,1
10156555271,9949043425,1
10156555271,10156555265,1
10156555271,10156555270,1
10156555280,5867515344,1
10156555285,5867515325,1
10156555285,5867515326,1
10156555285,10156555286,1
10156555286,10156555285,1
10156772094,5867515328,1
10161615727,10161615728,2
10161615727,10161615730,1
10161615728,10161615727,2
10161615728,10161615730,1
10161615730,10161615727,1
10161615730,10161615728,1
10161615730,10161615733,1
10161615730,10161615735,1
10161615731,10161615734,1
10161615731,10161615735,1
10161615731,10161615739,1
10161615732,10161615733,1
10161615732,10161615745,1
10161615732,10161615756,1
10161615733,10161615730,1
10161615733,10161615732,1
10161615733,10161615734,1
10161615734,10161615731,1
10161615734,10161615733,1
10161615734,10161615735,1
10161615735,10161615730,1
10161615735,10161615731,1
10161615735,10161615734,1
10161615739,10161615731,1
10161615739,10161615750,1
10161615739,10161615751,1
10161615740,10161615741,1
10161615741,10161615740,1
10161615741,10161615744,1
10161615741,10161615756,1
10161615744,10161615741,1
10161615744,10161615745,1
10161615744,10161615747,1
10161615745,10161615732,1
10161615745,10161615744,1
10161615745,10161615751,1
10161615747,10161615744,1
10161615747,10161615750,1
10161615747,10161615752,1
10161615750,10161615739,1
10161615750,10161615747,1
10161615750,10161615752,1
10161615751,10161615739,1
10161615751,10161615745,1
