u,v,landuse_count
8076215287,283041673,1
8076215287,8076215286,1
8076215288,8076215283,1
8076215288,8076215286,1
8076215288,8076215289,1
8076215289,8076215282,1
8076215289,8076215286,1
8076215289,8076215288,1
8076215289,8076215290,1
8076215290,283041672,1
8076215290,8076215289,1
8076215290,8076215291,1
8076215290,8076215292,1
8076215291,283041672,1
8076215291,8076215290,1
8076215291,8076215292,1
8076215292,283041676,1
8076215292,8076215290,1
8076215292,8076215291,1
8076215293,8076215294,1
8076215294,283041676,1
8076215294,1652888758,2
8076215294,8076215293,1
8076215294,8076215295,1
8076215295,8076215294,1
8076215296,314753620,1
8076215297,314753620,1
8076215297,8076215297,2
8076215306,8076215311,1
8076215306,8076215316,1
8076215306,8076215318,1
8076215309,4279747003,1
8076215309,8076215310,1
8076215310,4279747001,1
8076215310,8076215309,1
8076215310,8076215311,1
8076215311,8076215306,1
8076215311,8076215310,1
8076215311,8076215314,1
8076215314,8076215309,1
8076215314,8076215311,1
8076215315,8076215316,1
8076215316,4279747001,1
8076215316,8076215306,1
8076215316,8076215315,1
8076215318,4279746995,1
8076215318,8076215306,1
8076215319,4279746996,1
8076215319,8076215320,1
8076215319,8076215333,1
8076215320,8076215319,1
8076215320,8076215334,1
8076215320,8076215339,1
8076215321,290371504,1
8076215321,1468090640,1
8076215321,8076215324,1
8076215324,8076215321,1
8076215326,1468090640,1
8076215327,8076215328,1
8076215327,8076215329,1
8076215327,8076215334,1
8076215328,8076215327,1
8076215328,8076215329,1
8076215328,8076215331,1
8076215329,290770102,1
8076215329,8076215327,1
8076215329,8076215328,1
8076215331,8076215328,1
8076215333,8076215319,1
8076215334,93414941,1
8076215334,8076215320,1
8076215334,8076215327,1
8076215337,8076215339,1
8076215338,281161342,1
8076215338,1681980965,1
8076215338,8076215339,1
8076215339,8076215320,1
8076215339,8076215337,1
8076215339,8076215338,1
8076215341,93414941,1
8076215341,1681980965,1
8076215341,8076215342,1
8076215342,93028826,1
8076215342,1471782064,1
8076215342,8076215341,1
8076215343,8076215344,1
8076215343,8076215348,1
8076215343,8076215354,1
8076215344,8076215343,1
8076215345,8076215346,1
8076215345,8076215350,1
8076215345,8076215351,1
8076215346,8076215345,1
8076215347,8076215348,1
8076215348,8076215343,1
8076215348,8076215347,1
8076215348,8076215350,1
8076215348,8076215352,1
8076215349,8076215350,1
8076215350,8076215345,1
8076215350,8076215348,1
8076215350,8076215349,1
8076215351,8076215345,1
8076215352,4515629279,1
8076215352,4515629280,1
8076215352,8076215348,1
8076215354,8076215343,1
8077160973,1015232803,1
8077160973,1015232877,1
8077160973,8077160974,1
8077160974,1605069087,1
8077160974,8077160973,1
8077160974,10154772545,1
8086386533,8086386535,1
8086386535,5768753813,1
8086386535,5768753814,1
8086386535,8086386533,1
8086386536,5914753318,1
8086386537,8086386539,1
8086386539,8086386537,1
8086386540,8086386541,1
8086386541,271653109,1
8086386541,5633370777,1
8086386541,8086386540,1
8086386541,8086386542,1
8086386542,271653317,1
8086386542,8086386541,1
8086386542,8086386553,1
8086386552,8086386553,1
8086386553,271653306,1
8086386553,8086386542,1
8086386553,8086386552,1
8098846039,4269777846,1
8098846039,4631730982,1
8098846039,8098846040,1
8098846040,4269768810,1
8098846040,8098846039,1
8098846040,8098846041,1
8098846041,373111344,1
8098846041,373111349,1
8098846041,8098846040,1
8103264902,9877017511,1
8105018421,30441962,2
8105018421,191691319,1
8108115499,1579639527,1
8108115499,7866039635,1
8108115499,8108115502,1
8108115502,2013069532,1
8108115502,6401546316,1
8108115502,8108115499,1
8108162959,8108162961,1
8108162961,18176437,1
8108162961,18176439,1
8108162961,8108162959,1
8108162962,18176438,1
8108162962,8108162967,2
8108162962,8108162972,1
8108162967,18176437,1
8108162967,26237009,1
8108162967,8108162962,2
8108162968,1277430187,2
8108162968,1277430250,2
8108162968,8108162972,2
8108162972,26489379,1
8108162972,8108162962,1
8108162972,8108162968,2
8108162973,18176430,1
8108162973,18176432,1
8108162973,8108162976,1
8108162976,18176432,1
8108162976,18176439,1
8108162976,8108162973,1
8108162977,18176430,1
8108162977,26489382,1
8108162977,8108162987,1
8108162987,18176430,1
8108162987,18176437,1
8108162987,8108162977,1
8108162988,455353588,1
8108162988,4519617474,1
8108162988,8108162991,1
8108162990,8108162991,1
8108162991,8108162988,1
8108162991,8108162990,1
8108162991,8108162993,1
8108162993,18176449,1
8108162993,1467921237,1
8108162993,8108162991,1
8109952216,8109952218,1
8109952218,4494556199,1
8109952218,5950888299,1
8109952218,8109952216,1
8109952219,8109952221,1
8109952221,21763352,1
8109952221,3090349567,1
8109952221,8109952219,1
8109952222,8109952223,1
8109952223,21763352,1
8109952223,21763353,1
8109952223,8109952222,1
8109952225,8109952230,1
8109952230,8109952225,1
8109952230,8109952231,1
8109952230,8109952240,1
8109952231,8109952230,1
8109952240,8140222,1
8109952240,18090397,1
8109952240,8109952230,1
8109952241,8109952242,1
8109952242,8109952241,1
8114964589,760753422,1
8114964589,8114964590,1
8114964589,8114964603,1
8114964590,8114964589,1
8114964591,6145145277,1
8114964591,8114964592,1
8114964591,8114964594,1
8114964592,1473284,1
8114964592,2584912756,1
8114964592,8114964591,1
8114964594,2584912756,1
8114964594,8114964591,1
8114964594,8114964597,1
8114964595,8114964598,1
8114964597,8114964594,1
8114964597,8114964598,1
8114964597,8114964602,1
8114964598,8114964595,1
8114964598,8114964597,1
8114964598,8114964599,1
8114964599,8114964598,1
8114964599,8114964600,1
8114964599,8114964602,1
8114964600,8114964599,1
8114964602,6145145277,1
8114964602,8114964597,1
8114964602,8114964599,1
8114964603,6145145277,1
8114964603,8114964589,1
8114964603,8114964604,1
8114964604,8114964603,1
8114964605,760753439,1
8117585783,8117585785,1
8117585785,8117585783,1
8117585797,8117585804,1
8117585804,4707701852,1
8117585804,8117585797,1
8117585806,1251312675,1
8117585806,1251312677,1
8117585806,1251312692,1
8117585807,1251312692,1
8117585807,8117585808,1
8117585807,8117585809,1
8117585807,8117585811,1
8117585808,1251312758,1
8117585808,1251312759,1
8117585808,8117585807,1
8117585809,8117585807,1
8117585811,8117585807,1
8117602451,1585604224,1
8117602454,1578282411,1
8117602454,1585604201,1
8117602454,1585604228,1
8124919097,8124919100,1
8124919100,1579322691,1
8124919100,8124919097,1
8124919100,9800309587,1
8124949038,2370644,1
8124949038,8124949043,1
8124949038,10895059158,1
8124949040,8124949043,2
8124949040,8124949044,1
8124949043,8124949038,1
8124949043,8124949040,2
8124949044,6168212158,1
8124949044,7197718384,1
8124949044,8124949040,1
8130361813,8130376023,1
8130376023,286513056,1
8130376023,1524382455,1
8130376023,8130361813,1
8132030087,8132030090,1
8132030090,8132030087,1
8132048132,8132048135,1
8132048135,8302230,1
8132048135,25941392,1
8132048135,8132048132,1
8142995792,8142995794,1
8142995794,282661517,1
8142995794,282661658,1
8142995794,8142995792,1
8142995795,8142995797,1
8142995797,8142995795,1
8142995797,8142995798,1
8142995797,8142995800,1
8142995798,8142995797,1
8142995800,8142995797,1
8146445550,8146445554,1
8146445550,8146445555,1
8146445550,8146445557,1
8146445554,272863835,1
8146445554,8146445550,1
8146445555,8146445550,1
8146445557,8146445550,1
8184307414,4699836697,1
8184327021,8184327024,1
8184327024,1670684654,1
8184327024,8184327021,1
8184327024,8184327025,1
8184327025,8184327024,1
8187549303,4900397051,1
8187549303,8187549304,1
8187549303,8187549305,1
8187549304,8187549303,1
8187549305,8086641,1
8187549305,8187549303,1
8187549305,8187549306,1
8187549306,8187549305,1
8187549307,4900397047,1
8187549307,4900397055,1
8187549307,8187549308,1
8187549308,8187549307,1
8187549309,8086639,1
8187549309,4900397048,1
8187549309,8187549310,1
8187549310,8187549309,1
8187549311,4900397053,1
8187549311,4900397056,1
8187549311,8187549312,1
8187549312,8187549311,1
8208809716,266329166,1
8208809716,266331038,1
8208809716,292423545,1
8208818617,8208818618,1
8208818617,8208818622,1
8208818618,6370761022,1
8208818618,8208818617,1
8208818622,6370761000,1
8208818622,8208818617,1
8209838263,94014544,1
8209838263,94014547,1
8209838263,8209838264,1
8209838264,8209838263,1
8209838265,3049301484,1
8209838269,94014544,1
8209838269,8209838270,1
8209838269,8209838271,1
8209838270,8209838269,1
8209838271,8209838269,1
8209838271,8209838272,1
8209838271,8209838273,1
8209838272,8209838271,1
8209838273,8209838271,1
8209838273,8209838274,1
8209838273,8209838278,1
8209838274,8209838273,1
8209838276,8209838277,1
8209838276,8209838278,1
8209838276,8209838282,1
8209838277,8209838276,1
8209838278,8209838273,1
8209838278,8209838276,1
8209838278,8209838279,1
8209838279,8209838278,1
8209838280,94014540,1
8209838280,94014542,1
8209838280,8209838281,1
8209838281,8209838280,1
8209838282,94014542,1
8209838282,8209838276,1
8209838282,8209838283,1
8209838283,8209838282,1
8209838284,94014542,1
8209838284,94014649,1
8209838284,8209838285,1
8209838285,8209838284,1
8213605706,1419568796,1
8222482951,8222482973,2
8222482951,8222638973,2
8222482951,8222888145,2
8222482954,8222482958,2
8222482954,8222482973,2
8222482954,8222482979,2
8222482958,8222482954,2
8222482958,8222482960,2
8222482958,10266438119,2
8222482960,8222482958,2
8222482960,8222678906,2
8222482960,10266424817,2
8222482963,6910582693,1
8222482963,8222638973,1
8222482963,10899900434,1
8222482964,6026909840,1
8222482964,8222482973,2
8222482964,10899900434,1
8222482973,8222482951,2
8222482973,8222482954,2
8222482973,8222482964,2
8222482979,8222482954,2
8222482979,8222483010,2
8222482979,8222506555,2
8222482979,8222888145,2
8222482985,8222482990,2
8222482985,8222506552,2
8222482985,8223075189,2
8222482990,8222482985,2
8222482990,8222482991,2
8222482990,8223075189,2
8222482991,8222482990,2
8222482991,8222638972,2
8222482991,10655348161,2
8222482992,6026909831,1
8222482992,10655348161,2
8222482992,10655392238,1
8222482999,8222483000,2
8222482999,8222506555,2
8222482999,8223075189,2
8222483000,8222482999,2
8222483000,8222483009,2
8222483000,8222638991,2
8222483002,5703276455,1
8222483002,6910558623,1
8222483002,8222638991,1
8222483002,8223077996,1
8222483009,6910558623,1
8222483009,6910558626,1
8222483009,8222483000,2
8222483010,8222482979,2
8222483010,8222638957,2
8222483010,10655348158,2
8222506552,8222482985,2
8222506552,8222506555,2
8222506552,8222638957,2
8222506555,8222482979,2
8222506555,8222482999,2
8222506555,8222506552,2
8222506560,8222506563,1
8222506560,8223077991,1
8222506560,8229251858,1
8222506563,5703276455,2
8222506563,8222506560,1
8222506563,8223077978,1
8222546471,6026909814,1
8222546471,8222638944,2
8222546471,10155544847,1
8222546479,8222638976,1
8222546479,8223819305,1
8222546479,10155544847,1
8222638942,8222638972,2
8222638943,8222638944,2
8222638943,8222638945,2
8222638943,8222638977,2
8222638943,8222678902,2
8222638944,8222546471,2
8222638944,8222638943,2
8222638944,8222678906,2
8222638945,8222638943,2
8222638945,8222638946,2
8222638945,8222638989,2
8222638946,8222638945,2
8222638947,8222638948,2
8222638947,8222638998,2
8222638947,8222678897,2
8222638948,6910558626,2
8222638948,8222638947,2
8222638948,8222638949,2
8222638948,8222678902,2
8222638949,8222638948,2
8222638949,8222638972,2
8222638949,8222678906,2
8222638950,8222638998,2
8222638957,8222483010,2
8222638957,8222506552,2
8222638957,8222678902,2
8222638972,8222482991,2
8222638972,8222638942,2
8222638972,8222638949,2
8222638973,8222482951,2
8222638973,8222482963,1
8222638973,8222638983,1
8222638975,8222638976,2
8222638975,8222638977,4
8222638976,8222546479,1
8222638976,8222638975,2
8222638976,8223077856,1
8222638976,8223980978,1
8222638977,8222638943,2
8222638977,8222638975,4
8222638983,6910582693,1
8222638983,8222638973,1
8222638983,8222638984,2
8222638984,8222638983,2
8222638984,8222638985,2
8222638984,8222738647,2
8222638985,8222638984,2
8222638985,8222638989,2
8222638985,8222738647,2
8222638989,8222638945,2
8222638989,8222638985,2
8222638989,8222678897,2
8222638991,8222483000,2
8222638991,8222483002,1
8222638991,8222638993,2
8222638993,8222638991,2
8222638993,8222638997,4
8222638997,8222638993,4
8222638997,8222638998,2
8222638998,8222638947,2
8222638998,8222638950,2
8222638998,8222638997,2
8222678893,5703276455,1
8222678893,6910582693,1
8222678893,8222678897,2
8222678897,8222638947,2
8222678897,8222638989,2
8222678897,8222678893,2
8222678902,8222638943,2
8222678902,8222638948,2
8222678902,8222638957,2
8222678906,8222482960,2
8222678906,8222638944,2
8222678906,8222638949,2
8222738647,8222638984,2
8222738647,8222638985,2
8222738647,8222888145,2
8222888145,8222482951,2
8222888145,8222482979,2
8222888145,8222738647,2
8223075189,8222482985,2
8223075189,8222482990,2
8223075189,8222482999,2
8223077819,5703276460,2
8223077819,8223077822,1
8223077819,8223077891,1
8223077822,8223077819,1
8223077822,8223077823,2
8223077823,8223077822,2
8223077823,8223077824,1
8223077823,8223077868,1
8223077824,8223077823,1
8223077824,8223077828,1
8223077824,8223077848,1
8223077828,8223077824,1
8223077828,8223077847,1
8223077828,8223077852,1
8223077834,8223077854,1
8223077834,8223077856,1
8223077834,8223925656,1
8223077845,8223077847,1
8223077845,8223077848,1
8223077845,10599218712,1
8223077847,8223077828,1
8223077847,8223077845,1
8223077847,10599218711,1
8223077848,8223077824,1
8223077848,8223077845,1
8223077848,10599218708,1
8223077852,8223077828,1
8223077852,8223077864,1
8223077852,10599218710,1
8223077854,8223077834,1
8223077854,8223077864,1
8223077854,10599218709,1
8223077856,8222638976,1
8223077856,8223077834,1
8223077856,8223077857,1
8223077857,8223077856,1
8223077864,8223077852,1
8223077864,8223077854,1
8223077864,8223925658,1
8223077865,8223077868,1
8223077865,8223819311,1
8223077865,8223925658,1
8223077868,8223077823,1
8223077868,8223077865,1
8223077868,8223077870,1
8223077870,8223077868,1
8223077871,6026909807,1
8223077871,6910558612,2
8223077871,8223077875,1
8223077875,6026909813,2
8223077875,8223077871,1
8223077875,8223077876,1
8223077876,5703276463,1
8223077876,8223077875,1
8223077876,8223077891,1
8223077891,8223077819,1
8223077891,8223077876,1
8223077891,8223925653,1
8223077942,5703276458,1
8223077942,6910582692,1
8223077942,8223077944,2
8223077944,8223077942,2
8223077944,8223077956,1
8223077944,8223077963,1
8223077952,8223077958,1
8223077952,8223077970,1
8223077952,10899900434,1
8223077956,8223077944,1
8223077956,8223077957,1
8223077956,8223077958,1
8223077957,8223077956,1
8223077958,8223077952,1
8223077958,8223077956,1
8223077958,8223077964,1
8223077963,8223077944,1
8223077963,8223077964,1
8223077963,8223077970,1
8223077964,8223077958,1
8223077964,8223077963,1
8223077964,8223077969,1
8223077969,8223077964,1
8223077970,8223077952,1
8223077970,8223077963,1
8223077970,8223077977,1
8223077977,8223077970,1
8223077978,8222506563,1
8223077978,8223077991,1
8223077978,9236260258,1
8223077991,8222506560,1
8223077991,8223077978,1
8223077991,8229251856,1
8223077996,8222483002,1
8223077996,8223078002,1
8223077996,8229251858,2
8223077999,8223078001,1
8223077999,8223078005,1
8223077999,8223078009,1
8223078001,8223077999,1
8223078001,8223078002,1
8223078001,8223078003,1
8223078002,8223077996,1
8223078002,8223078001,1
8223078002,8223078003,1
8223078003,8223078001,1
8223078003,8223078002,1
8223078003,8223078005,1
8223078005,8223077999,1
8223078005,8223078003,1
8223078005,8223078006,1
8223078006,6910558623,1
8223078006,8223078005,1
8223078006,8223078009,1
8223078009,8223077999,1
8223078009,8223078006,1
8223078009,8515528635,1
8223078010,5703276452,1
8223078010,5703276456,1
8223078010,8515529456,1
8223078023,8223078024,2
8223078023,8515529456,1
8223078024,8223078023,2
8223078024,8515529452,2
8223819305,8222546479,1
8223819305,8223819311,2
8223819311,8223077865,1
8223819311,8223819305,2
8223925647,8223925649,1
8223925647,8223925655,1
8223925647,8223925656,1
8223925649,8223925647,1
8223925649,8223925653,1
8223925649,8223925654,1
8223925653,8223077891,1
8223925653,8223925649,1
8223925653,8223925654,1
8223925654,6026909809,1
8223925654,8223925649,1
8223925654,8223925653,1
8223925655,8223925647,1
8223925656,8223077834,1
8223925656,8223925647,1
8223925656,10599218706,1
8223925658,8223077864,1
8223925658,8223077865,1
8223925658,10599218707,1
8223980978,5703276459,1
8223980978,6026909840,1
8223980978,8222638976,1
8224385675,1585537122,1
8224385675,6771512679,1
8224385675,8224385676,1
8224385676,24267116,1
8224385676,1585537134,1
8224385676,8224385675,1
8224522453,297925134,1
8224522453,297925138,1
8224522453,8224522457,1
8224522457,8224522453,1
8225026845,8225026851,1
8225026849,1754808192,1
8225026851,1359741936,1
8225026851,5494678857,1
8225026851,8225026845,1
8227695070,8227695071,1
8227695071,1057814775,1
8227695071,1148645236,1
8227695071,8227695070,1
8229251856,8223077991,1
8229251856,9236260258,1
8229251856,9736533273,1
8229251858,8222506560,1
8229251858,8223077996,2
8229251858,8515528630,3
8229291833,94014490,2
8229291833,6026909827,1
8229291833,7031742422,1
8231295580,1555492652,1
8251188559,8251188566,1
8251188560,8251188562,1
8251188560,8251188565,1
8251188560,8251188571,1
8251188562,6239349411,1
8251188562,8251188560,1
8251188562,8251188564,1
8251188563,8251188581,1
8251188563,8251188583,1
8251188563,8251188584,1
8251188564,6239349408,1
8251188564,8251188562,1
8251188564,8251188565,1
8251188565,8251188560,1
8251188565,8251188564,1
8251188565,8251188566,1
8251188566,8251188559,1
8251188566,8251188565,1
8251188566,8251188570,1
8251188568,8251188583,1
8251188569,8251188570,1
8251188570,8251188566,1
8251188570,8251188569,1
8251188570,8251188571,1
8251188570,8251188573,1
8251188571,8251188560,1
8251188571,8251188570,1
8251188571,8251188574,1
8251188572,8251188573,1
8251188573,8251188570,1
8251188573,8251188572,1
8251188573,8251188575,1
8251188574,8251188571,1
8251188574,8251188575,1
8251188574,8251188578,1
8251188575,8251188573,1
8251188575,8251188574,1
8251188575,8251188577,1
8251188576,8251188577,1
8251188577,8251188575,1
8251188577,8251188576,1
8251188577,8251188578,1
8251188577,8251188580,1
8251188578,8251188574,1
8251188578,8251188577,1
8251188578,8251188581,1
8251188579,8251188580,1
8251188580,8251188577,1
8251188580,8251188579,1
8251188580,8251188581,1
8251188580,8251188583,1
8251188581,8251188563,1
8251188581,8251188578,1
8251188581,8251188580,1
8251188582,8251188583,1
8251188583,8251188563,1
8251188583,8251188568,1
8251188583,8251188580,1
8251188583,8251188582,1
8251188584,8251188563,1
8286317212,477438155,1
8286317212,477438163,1
8286317212,10802018163,2
8289881062,6759510908,1
8289881063,8289881064,1
8289881064,951525042,1
8289881064,1585526742,1
8289881064,8289881063,1
8298161810,10902253077,1
8298205429,10902253075,1
8298205431,10902253078,1
8302351332,10069968257,1
8302351334,9743390710,1
8303973404,8303973405,1
8303973405,1307110561,1
8303973405,1512958875,1
8303973405,8303973404,1
8312278674,1277430245,4
8312278674,8312278678,2
8312278678,8312278674,2
8312278678,8312278678,4
8312278681,1277430599,2
8312278681,1277430649,2
8312278681,8312278685,2
8312278685,8312278681,2
8314123818,21763347,1
8316167645,266709924,1
8316167645,8316167647,1
8316167645,8316167649,1
8316167647,8316167645,1
8316167648,8316167649,1
8316167649,20942671,1
8316167649,8316167645,1
8316167649,8316167648,1
8316167650,8316167653,1
8316167653,20942671,1
8316167653,1185707939,1
8316167653,8316167650,1
8316167654,2370644,1
8316167654,1185707939,1
8316167654,6168212158,1
8319435165,5030956389,1
8319823891,7992498749,1
8321836224,20917717,1
8321836225,2172127617,1
8321836226,8086163,1
8321836227,20917712,1
8327464729,8327464730,1
8327464729,8327464733,1
8327464729,8327464736,1
8327464729,8327464743,1
8327464730,8327464729,1
8327464730,8327464731,1
8327464730,8327464732,1
8327464730,8327464739,1
8327464731,8327464730,1
8327464731,8327464733,1
8327464731,8327464738,1
8327464732,8327464730,1
8327464732,8327464734,1
8327464732,8327464738,1
8327464732,8327464740,1
8327464733,8327464729,1
8327464733,8327464731,1
8327464733,8327464735,1
8327464734,2583656238,1
8327464734,8327464732,1
8327464734,8327464737,1
8327464734,8327464741,1
8327464735,3393436684,1
8327464735,8327464733,1
8327464735,8327464736,1
8327464736,3393436674,1
8327464736,8327464729,1
8327464736,8327464735,1
8327464736,8327464742,1
8327464737,2583656238,1
8327464737,8327464734,1
8327464737,8327464738,1
8327464738,8327464731,1
8327464738,8327464732,1
8327464738,8327464737,1
8327464739,8327464730,1
8327464739,8327464740,1
8327464739,8327464743,1
8327464740,8327464732,1
8327464740,8327464739,1
8327464740,8327464741,1
8327464741,2583656236,1
8327464741,8327464734,1
8327464741,8327464740,1
8327464742,3393436664,1
8327464742,8327464736,1
8327464742,8327464743,1
8327464743,8327464729,1
8327464743,8327464739,1
8327464743,8327464742,1
8337224287,5977759102,1
8337224287,5977759159,1
8337224287,5977759446,1
8347083515,1396103877,1
8347083515,1396103879,1
8347083515,4492479807,1
8349633308,7097821795,1
8349633308,7432898410,1
8349633308,7432898420,1
8354981818,3332950944,1
8354981818,9758327180,1
8354981818,9946151093,1
8354981821,5500029558,1
8354981821,9265228756,1
8354981821,9946151093,1
8357574248,20925434,1
8357574248,1958097454,1
8357574248,5621482271,1
8361075799,9747703062,2
8361075800,8089143,1
8361075800,296199160,1
8361075800,9747703062,2
8364241200,268575795,3
8364241200,8364241202,2
8364241200,10559549702,4
8364241202,8364241200,2
8371442467,8470709,1
8371442467,257936889,1
8371442467,3294550529,1
8386363931,271443251,2
8386363931,454442703,2
8386363931,8718691138,2
8394056201,8091709,1
8394056201,299587240,1
8394056201,8394056204,1
8394056204,303114205,1
8394056204,303114206,1
8394056204,8394056201,1
8402199161,1217365722,1
8402202286,7719030125,2
8402202286,7952259334,1
8409745271,281767774,1
8409745271,8409745272,1
8409745272,281767768,1
8409745272,8409745271,1
8409781187,1579713436,1
8409781187,8409781191,1
8409781187,8409781192,1
8409781190,8409781192,1
8409781191,1579713358,1
8409781191,8409781187,1
8409781191,8409781192,1
8409781192,8409781187,1
8409781192,8409781190,1
8409781192,8409781191,1
8410861743,7740683181,1
8410861743,7740683183,1
8410861743,8410861751,1
8410861751,8410861743,1
8410861751,8410861753,1
8410861751,9072338891,1
8410861753,1482081943,1
8410861753,8410861751,1
8410861753,9072338892,1
8418796238,4927460205,1
8418796238,8418796239,1
8418796239,1437799333,1
8418796239,8418796238,1
8420088759,31268932,1
8420088759,31269381,1
8420088759,8420088760,1
8420088760,31268930,1
8420088760,31268932,1
8420088760,31269381,1
8420088760,8420088759,1
8420088767,274073657,1
8420088767,8420088780,1
8420088767,8420088789,2
8420088780,274073657,1
8420088780,297008161,1
8420088780,8420088767,1
8420088789,26948665,2
8420088789,1823225038,2
8420088789,8420088767,2
8420088789,8420088793,2
8420088793,283279329,1
8420088793,293757271,1
8420088793,5680633558,1
8420088793,8420088789,2
8420088797,297008170,1
8420088800,276585496,1
8420088800,297008172,2
8420088800,2700993642,2
8420088800,8420128440,2
8420088815,276585488,1
8420088815,8420128427,1
8420088815,8420128441,2
8420128427,26949011,1
8420128427,26949060,1
8420128427,8420088815,1
8420128433,279851300,1
8420128433,8420128436,2
8420128433,8420128439,1
8420128433,8420128441,1
8420128436,286429137,2
8420128436,8420128433,2
8420128436,8420128439,2
8420128439,276585496,1
8420128439,8420128433,1
8420128439,8420128436,2
8420128439,8420128440,1
8420128440,8420088800,2
8420128440,8420128439,1
8420128440,8420128441,1
8420128441,8420088815,2
8420128441,8420128433,1
8420128441,8420128440,1
8421253281,455352909,1
8421253281,455353588,1
8421253281,8421253282,1
8421253282,8421253281,1
8429284071,265733243,1
8429284071,278140549,1
8429284071,8429284089,1
8429284071,8429284095,1
8429284089,80232127,1
8429284089,265733240,1
8429284089,8429284071,1
8429284089,8429284111,1
8429284095,265733242,1
8429284095,1628191717,1
8429284095,8429284071,1
8429284095,8429284111,1
8429284111,80229028,1
8429284111,265733241,1
8429284111,8429284089,1
8429284111,8429284095,1
8435670369,8435670371,1
8435670371,20908159,1
8435670371,1557125454,1
8435670371,8435670369,1
8435670371,10232992169,1
8435670403,1604881991,2
8435670403,4929074989,1
8435704915,9926894112,1
8435712821,9926894112,1
8436186961,7493385,1
8436186961,8436186962,1
8436186962,1342608274,1
8436186962,8436186961,1
8436186967,2178025589,1
8436186967,2178030035,1
8436186967,8436186968,1
8436186968,2178030037,1
8436186968,8436186967,1
8436186968,8436186969,1
8436186969,2178030041,1
8436186969,8436186968,1
8436186970,2178030021,1
8436186970,2283747701,1
8438731115,10301070,1
8438731115,4551111285,2
8438839682,6496142672,1
8438839683,8120880,1
8438839683,8438839685,1
8438839685,8438839683,1
8440895911,5546555145,1
8440895911,5546555151,1
8440895911,5546555157,1
8440949226,294211762,1
8440949226,1659103512,1
8440949226,3471422228,1
8440949238,4927557926,1
8440949238,8440949247,1
8440949241,8440949238,1
8440949244,1255213400,1
8440949244,8440949259,1
8440949247,8440949238,1
8440949253,1578303558,1
8440949253,8440949242,1
8440949259,1255213400,2
8440949259,8440949244,1
8440949259,8440949264,1
8440949264,8440949259,1
8441002012,280020598,1
8441002012,280021077,1
8441002012,8441002014,1
8441002014,8441002012,1
8441433449,1696110293,1
8441433449,3396250750,1
8442341782,1578303546,1
8444636916,279851522,2
8444636916,8444647217,2
8444636916,10143262385,2
8444647217,8444636916,2
8450186528,8450186535,1
8450186535,3761417548,1
8450186535,7503614484,1
8450186535,8450186528,1
8450492399,12733799,1
8450492399,3394285936,1
8450492399,4693958489,1
8450492400,3394285936,1
8450492400,3394285942,1
8450492400,4693958497,1
8450492401,24959451,1
8450492401,3761425587,1
8450492401,4693958497,1
8451290173,1673177237,1
8451290173,1673177238,1
8451290173,1673177267,1
8463158124,6981867737,1
8463158124,7432898412,1
8463158124,7432898426,1
8464083415,279091663,1
8464351690,8464443350,1
8464443337,8464443339,1
8464443337,8464443343,1
8464443337,8483805414,1
8464443338,8464443339,1
8464443338,8464443340,1
8464443338,8483805409,1
8464443338,8483807817,1
8464443339,8464443337,1
8464443339,8464443338,1
8464443339,8464443342,1
8464443339,8483805416,1
8464443340,8464443338,1
8464443340,8464443341,1
8464443340,8464443342,1
8464443340,8464443346,1
8464443341,8464443340,1
8464443341,8464443347,1
8464443341,8483807818,1
8464443342,8464443339,1
8464443342,8464443340,1
8464443342,8464443343,1
8464443342,8464443345,1
8464443343,8464443337,1
8464443343,8464443342,1
8464443343,8464443344,1
8464443344,1803896874,1
8464443344,8464443343,1
8464443344,8464443345,1
8464443345,1803896871,1
8464443345,8464443342,1
8464443345,8464443344,1
8464443345,8464443346,1
8464443346,1803896870,1
8464443346,8464443340,1
8464443346,8464443345,1
8464443346,8464443347,1
8464443347,3838012604,1
8464443347,8464443341,1
8464443347,8464443346,1
8464443348,8464443349,1
8464443348,8464443366,1
8464443348,8464443405,1
8464443349,1193140856,1
8464443349,1803896867,1
8464443349,8464443348,1
8464443350,26489424,1
8464443350,8464351690,1
8464443351,8464443352,1
8464443351,8464443353,1
8464443352,8464443351,1
8464443353,8464443355,1
8464443353,8464443362,1
8464443355,8464443353,1
8464443355,8464443359,1
8464443355,8464443360,1
8464443358,8464443360,1
8464443358,8464443365,1
8464443359,8464443355,1
8464443360,8464443355,1
8464443360,8464443358,1
8464443360,8464443361,1
8464443361,8464443360,1
8464443361,8464443362,1
8464443361,8464443363,1
8464443362,8464443361,1
8464443362,8491238782,1
8464443363,8464443358,1
8464443363,8464443361,1
8464443364,8464443365,1
8464443365,8464443350,1
8464443365,8464443364,1
8464443366,1193140912,1
8464443366,8464443348,1
8464443366,8464443367,1
8464443366,8464460938,1
8464443367,1803896859,1
8464443367,1803896867,1
8464443367,8464443366,1
8464443367,8491167093,1
8464443368,8464443370,1
8464443368,8483807824,1
8464443368,8516257537,1
8464443368,8516257545,1
8464443369,1803896857,1
8464443369,7795267739,1
8464443369,8464443370,1
8464443370,4945255421,1
8464443370,7795267739,1
8464443370,8464443368,1
8464443370,8464443369,1
8464443374,1193140954,1
8464443374,1193141030,1
8464443374,8464443378,1
8464443374,8516257551,1
8464443378,1193140912,1
8464443378,1193140998,1
