u,v,roads_p_count
3996601714,3996601696,3
3996601714,3996601711,2
3996601714,3996601762,3
3996601762,3996601714,3
3996601762,5623027306,3
3996601762,5623034823,3
3997224520,1670820117,4
3997224520,6840434428,2
3997224520,6840434429,3
3997224542,8599247876,3
3997224550,1246935395,3
3997224550,1670820114,2
3997224550,7632600359,4
3997224624,8599247876,3
3998863458,280020154,4
3998863458,3998863460,2
3998863458,5623034825,3
3998863460,3998863458,2
3998863462,10775877,4
3998863462,3998863464,4
3998863462,5126009124,4
3998863464,3998863462,4
3998863464,3998863467,2
3998863464,8990288645,5
3998863467,3998863464,2
3998863468,7729280,3
3998863468,3998863469,2
3998863468,8990288645,3
3998863469,3998863468,2
3998863473,8084977,5
3998863473,2198136259,3
3998863473,3998863475,2
3998863475,3998863473,2
3999936464,1341460297,4
3999936464,9825361213,3
3999936464,9825361215,3
3999936465,9825361215,3
3999936465,9825361216,3
3999936465,9825371817,2
3999936466,1648047467,3
3999936466,9825371817,3
3999936466,9825371823,4
3999937905,792937,5
3999937905,315148534,5
3999937905,4090838026,3
3999953833,279969681,3
3999953833,1052472824,3
3999953833,3999953834,2
3999953834,3999953833,2
3999953834,3999953839,4
3999953839,279969681,3
3999953839,3999953834,4
4004017801,4004017806,2
4004017806,1434961361,3
4004017806,4004017801,2
4004017806,4613839740,3
4004982526,610923184,6
4004982526,1568601523,4
4004982526,4004982528,3
4004982528,610923184,5
4004982528,1568601522,3
4004982528,4004982526,3
4005885476,1216123312,4
4005885476,1624926453,3
4005885476,6861214691,2
4005885517,578847399,5
4005885517,1216123312,4
4005885717,3994441523,2
4005885901,267030269,4
4005885901,1818247907,3
4005885901,4005885908,2
4005885908,4005885901,2
4005885909,4005885957,2
4005885911,267030214,3
4005885911,267030268,3
4005885911,4005886030,3
4005885957,2370740,4
4005885957,4005885909,2
4005885957,6162389057,4
4005886030,4005885911,3
4005886030,4005886107,3
4005886030,4005886118,3
4005886039,267030215,3
4005886039,1210764086,4
4005886039,4005886076,2
4005886076,4005886039,2
4005886107,267030253,4
4005886107,1217449353,3
4005886107,4005886030,3
4005886118,267030215,3
4005886118,2584912720,3
4005886118,4005886030,3
4005886164,1217449353,3
4005886164,2584912720,3
4005886164,4005886177,3
4005886177,283202908,3
4005886177,283203122,4
4005886177,4005886164,3
4007658361,4007658362,3
4007658361,4007658365,2
4007658361,4007658367,3
4007658361,4007658369,3
4007658362,4007658361,3
4007658362,4007658363,3
4007658362,4007658372,3
4007658362,4007658373,2
4007658363,4007658362,3
4007658363,4007658364,2
4007658363,4007658371,2
4007658363,4007658372,3
4007658364,4007658363,2
4007658365,4007658361,2
4007658366,4007658369,2
4007658367,1224560042,4
4007658367,4007658361,3
4007658367,4007658369,3
4007658369,4007658361,3
4007658369,4007658366,2
4007658369,4007658367,3
4007658369,4007658372,3
4007658371,4007658363,2
4007658372,4007658362,3
4007658372,4007658363,3
4007658372,4007658369,3
4007658373,4007658362,2
4007959701,4007959753,3
4007959701,7710731296,3
4007959753,4007959701,3
4007959753,4007959784,3
4007959753,4007959786,3
4007959784,662931,3
4007959784,20942978,4
4007959784,4007959753,3
4007959786,578847368,3
4007959786,4007959753,3
4007959786,4868490689,4
4007959788,267030267,3
4007959788,1585528439,3
4007959788,4007959825,2
4007959806,1585528439,3
4007959806,4007959823,2
4007959806,4370984767,3
4007959823,4007959806,2
4007959825,4007959788,2
4007959946,267030213,3
4007959946,267030256,3
4007959946,4007959974,2
4007959972,4007960019,2
4007959974,4007959946,2
4007960014,267030271,4
4007960014,4007960019,3
4007960014,4007960079,2
4007960019,1210764133,3
4007960019,4007959972,2
4007960019,4007960014,3
4007960023,267030213,3
4007960023,1210764133,3
4007960023,4007960100,2
4007960048,267030271,4
4007960048,4007960092,2
4007960048,4007960167,3
4007960079,4007960014,2
4007960092,4007960048,2
4007960100,4007960023,2
4007960113,4007960151,2
4007960151,267030213,3
4007960151,4007960113,2
4007960151,4007960268,3
4007960167,20943310,4
4007960167,4007960048,3
4007960167,4007960226,2
4007960226,4007960167,2
4007960245,4007960268,2
4007960268,267030214,3
4007960268,4007960151,3
4007960268,4007960245,2
4011474889,4011474890,2
4011474890,9584971303,3
4011475191,9584971301,2
4011475489,20908246,4
4011475489,4011474989,3
4012213436,3996485273,3
4012213436,4012213440,2
4012213436,4370984767,3
4012213440,4012213436,2
4012213463,4012213474,2
4012213474,578957461,3
4012213474,4012213463,2
4012213474,5539346932,3
4012213485,4012213487,2
4012213487,4012213485,2
4012213487,4012217395,3
4012213487,4012217399,3
4012217395,578957458,3
4012217395,578957461,3
4012217395,4012213487,3
4012217398,4012217399,2
4012217399,4012213487,3
4012217399,4012217398,2
4012217399,4012217406,2
4012217406,4012217399,2
4012217422,4012217426,3
4012217422,4012217431,2
4012217422,4012217436,4
4012217426,3988863048,3
4012217426,3988863052,3
4012217426,4012217422,3
4012217431,4012217422,2
4012217436,578957449,4
4012217436,578957458,3
4012217436,4012217422,4
4012217441,4012217444,2
4012217442,3988863049,3
4012217442,3988863052,3
4012217442,4012217451,3
4012217443,4012217444,2
4012217444,4012217441,2
4012217444,4012217443,2
4012217444,4012217451,3
4012217451,4012217442,3
4012217451,4012217444,3
4012217451,4012217476,4
4012217466,4012217478,2
4012217476,578957419,3
4012217476,4012217451,4
4012217476,4012217478,3
4012217478,578957438,3
4012217478,4012217466,2
4012217478,4012217476,3
4012217671,10775860,3
4012217671,3996400514,3
4012217671,4012217809,2
4012217674,4012217687,2
4012217675,10775860,3
4012217675,4012217797,3
4012217675,9683565084,3
4012217687,4012217674,2
4012217687,4012217797,3
4012217687,4012217828,2
4012217797,1473298,4
4012217797,4012217675,3
4012217797,4012217687,3
4012217798,10775861,3
4012217798,10775867,3
4012217798,2584912654,4
4012217809,4012217671,2
4012217828,4012217687,2
4012217842,4012217852,2
4012217852,4012217842,2
4012217852,4012217858,2
4012217852,9683565083,4
4012217858,4012217852,2
4012218178,4012218183,2
4012218183,1473288,3
4012218183,760755257,3
4012218183,4012218178,2
4014441106,10301070,4
4014441106,1421341073,3
4014441106,4014441111,4
4014441111,4014441106,4
4014441111,4014441113,2
4014441111,4014441117,3
4014441113,4014441111,2
4014441117,4014441111,3
4014441117,4014441119,2
4014441117,4014441122,2
4014441119,4014441117,2
4014441122,4014441117,2
4014441129,10301067,3
4014441129,4014441169,3
4014441129,4014441181,3
4014441169,32359773,5
4014441169,4014441129,3
4014441169,4014441181,3
4014441181,4014441129,3
4014441181,4014441169,3
4014441181,4014446200,2
4014446200,4014441181,2
4014446205,4014446227,4
4014446227,4014446205,4
4014446227,8992807500,3
4014446227,9156264725,3
4014446267,1421349788,5
4014446267,4014446390,4
4014446267,8992807450,3
4014446390,4014446267,4
4014446390,4014446446,5
4014446390,8992807458,4
4014446390,8992807459,4
4014446401,10301074,3
4014446401,32359773,3
4014446401,4014446434,4
4014446413,3772034587,2
4014446426,662912,4
4014446426,8992807458,3
4014446426,10580388423,4
4014446434,4014446401,4
4014446446,3772034599,3
4014446446,4014446390,5
4014446446,4572131813,3
4015033681,4015033684,2
4015033681,9520150088,3
4015033684,9520150102,3
4016305446,308663294,4
4016305446,2488364315,3
4016305446,4600885746,2
4017618750,93420001,3
4017618750,93420003,4
4017618750,4017618760,3
4017618760,93028816,4
4017618760,93414936,3
4017618760,4017618750,3
4017618760,4017618769,3
4017618769,93414932,3
4017618769,290370730,4
4017618769,4017618760,3
4017618769,4017618784,3
4017618784,93028901,3
4017618784,4017618769,3
4017618784,7229006976,3
4017618810,4017618864,2
4017618810,4537856028,3
4017618810,10605667627,3
4017618813,290366921,3
4017618813,4017618855,2
4017618813,10605667627,3
4017618855,4017618813,2
4017618864,4017618810,2
4017618901,4017618904,2
4017618904,4017618901,2
4017618904,4017618905,2
4017618904,4017618906,3
4017618905,4017618904,2
4017618906,8097298,4
4017618906,8097299,4
4017618906,4017618904,3
4020234483,8087193,4
4020234483,8087194,6
4020234483,9971525745,3
4020234484,4020234485,3
4020234484,4020236690,3
4020234484,9971525745,3
4020234485,4020234484,3
4020234485,4020236693,3
4020234485,10018841936,3
4020236690,8087193,4
4020236690,4020234484,3
4020236690,4020236693,3
4020236693,8087196,3
4020236693,4020234485,3
4020236693,4020236690,3
4020236701,8087196,3
4020236701,8087197,5
4020236701,9502953552,3
4020236705,4020236719,2
4020236709,6352788958,2
4020236719,4020236705,2
4020236719,4020236723,3
4020236719,4020236724,2
4020236723,25962594,3
4020236723,25962596,3
4020236723,4020236719,3
4020236724,4020236719,2
4033524128,266702699,4
4033524128,272862367,4
4033524128,7456869359,4
4033534146,93421946,4
4033534146,3835961014,2
4033534146,3835961020,2
4040312239,8086433,3
4040312239,1802532380,5
4040312239,4040333809,3
4040333809,1802532336,3
4040333809,1802532380,5
4040333809,4040312239,3
4040333812,8086433,3
4040333812,1369055512,3
4040333812,4040333825,2
4040333825,4040333812,2
4057858003,4581844469,3
4057858003,5683363084,4
4057858003,9350829305,3
4057858006,4581844468,3
4057858006,4946903598,2
4057858006,9237176836,5
4058059590,1434976932,4
4058059590,4058059591,3
4058059590,9725109693,4
4058059590,9725124537,4
4058059591,4058059590,3
4060727890,247089752,2
4061308777,5274881516,4
4061308777,5274881548,4
4061308777,5274881559,4
4061308777,10568608062,4
4062369113,1579437301,2
4064404798,3836572163,5
4064404798,5724557332,5
4064404798,5867360609,6
4069932210,18023257,4
4069932210,4069932221,2
4069932210,7664107513,3
4069932221,4069932210,2
4069932221,7430487755,3
4069932221,7664107513,3
4070323896,1802552557,4
4070323896,4070323897,3
4070323896,4070323900,2
4070323897,4070323896,3
4070323897,4070323898,3
4070323897,4070323904,2
4070323898,4070323897,3
4070323898,4070323899,3
4070323898,4070323907,4
4070323899,1802552560,3
4070323899,4070323898,3
4070323899,4070323901,3
4070323900,4070323896,2
4070323901,370326728,3
4070323901,1579531407,4
4070323901,1802552592,3
4070323901,4070323899,3
4070323904,4070323897,2
4070323906,1802552557,2
4070323907,1802552557,3
4070323907,1802552563,3
4070323907,4070323898,4
4071497920,370326728,2
4075007227,20922368,4
4075007227,20922369,3
4075007227,4075007228,2
4075007228,4075007227,2
4078425497,287808619,3
4078425497,4078425499,3
4078425497,5026828929,4
4078425499,287808618,5
4078425499,4078425497,3
4078425499,6828019482,3
4082238183,1584135203,3
4082238183,4615917174,7
4082238183,4623703124,3
4082804181,368970213,9
4082804181,1660681616,9
4082804181,2335382676,9
4082804181,4082804183,9
4082804181,5045461917,9
4082804181,5045461919,9
4082804182,4082804181,9
4082804182,6317677575,3
4082804183,4082804184,3
4082804183,5045461917,3
4082804184,5680633570,4
4082804184,5680633588,3
4087209643,298099253,6
4087209643,4725608644,4
4087209643,9094826521,4
4090838024,792937,5
4090838024,4090838026,3
4090838024,6070392338,3
4090838026,3999937905,3
4090838026,4090838024,3
4090838026,4090838027,2
4090838027,4090838026,2
4092911577,7766773,6
4092911577,24956250,7
4092911577,24956256,5
4092911577,31267572,5
4093647766,727419770,4
4093647766,4093647767,3
4093647766,9948078906,3
4093647767,3447700623,3
4093647767,4093647766,3
4093647767,4093647768,3
4093647768,3389997628,4
4093647768,4093647767,3
4093647768,9924430853,3
4103908999,4103909008,3
4103908999,10149277108,7
4103908999,10149292237,4
4103909007,4103909008,2
4103909007,4103909010,3
4103909007,4103909015,4
4103909008,4103908999,3
4103909008,4103909007,2
4103909008,4103909015,4
4103909010,4103909007,3
4103909010,4103909014,2
4103909010,10149292237,3
4103909014,4103909010,2
4103909015,4103909007,4
4103909015,4103909008,4
4103909015,10149292218,4
4103909015,10149292219,4
4103909017,10149292218,2
4112330700,5221432171,3
4112330700,8995226523,3
4112330700,8995226537,4
4112330701,3833037209,4
4112330701,8995088028,4
4112330701,8995226523,4
4121122417,1306239274,3
4121122417,1306239693,3
4121122417,4929000946,3
4121122418,1306239666,3
4121122418,4121323609,3
4121122418,4929000946,3
4121323607,4121323607,2
4121323607,4929000945,2
4121323609,4121122418,3
4121323609,4929000945,3
4121323609,10598774924,4
4127537385,1555811791,2
4127537385,1614362099,3
4127537385,4127537387,2
4127537387,4127537385,2
4127547799,283110546,3
4127547800,283110561,3
4127547823,283110573,3
4127547823,286493047,4
4127547823,4579502122,3
4128223468,1042960444,3
4128223468,1887883436,5
4128223468,4128223472,3
4128223469,1042960444,3
4128223469,4128223472,3
4128223469,4128223473,3
4128223472,4128223468,3
4128223472,4128223469,3
4128223472,4128223477,3
4128223473,324725470,3
4128223473,4128223469,3
4128223473,4128223476,3
4128223476,4128223473,3
4128223476,4128223477,3
4128223476,4128223480,3
4128223477,1649651168,3
4128223477,4128223472,3
4128223477,4128223476,3
4128223480,3594037525,4
4128223480,4128223476,3
4128223480,4128223483,3
4128223483,103141779,3
4128223483,1649651168,3
4128223483,4128223480,3
4128322439,1524424912,4
4128322439,4128577045,4
4128322439,7181179198,5
4128322440,5974115369,5
4128322440,8995226562,4
4128322440,8995865877,4
4128349510,5887504908,5
4128349510,5887504925,4
4128349510,5887504928,4
4128441323,815426109,18
4128441323,10956822537,3
4128577043,5221432141,3
4128577043,5221432154,3
4128577043,8982473715,3
4128577045,3822957348,4
4128577045,4128322439,4
4128577045,5221432158,4
4135814923,1620245333,3
4135814923,1865279319,3
4135814923,4135814930,2
4135814930,4135814923,2
4135814930,4135814930,2
4147045721,1586916024,2
4161385810,1247869722,2
4161385810,1512950486,3
4161385810,5397095901,3
4161717732,1249999705,4
4161717732,4161717733,3
4161717732,5911845007,4
4161717733,4161717732,3
4161717733,5930797978,3
4161717733,5930797980,3
4161736003,4161736009,2
4161736005,1512950426,2
4161736005,1524382452,3
4161736005,4161736009,3
4161736008,4161736011,2
4161736009,4161736003,2
4161736009,4161736005,3
4161736009,4161736011,3
4161736011,1524382450,3
4161736011,4161736008,2
4161736011,4161736009,3
4174194246,4174194259,2
4174194251,4174194259,2
4174194256,4174194263,2
4174194259,4174194246,2
4174194259,4174194251,2
4174194259,4174194263,3
4174194263,4174194256,2
4174194263,4174194259,3
4174194263,4174194264,3
4174194264,118806,5
4174194264,4174194263,3
4174194264,8485467329,3
4174194267,5725202319,3
4174194267,5728160859,3
4174194527,1270979151,5
4174194527,3664103877,4
4174194527,3664103878,4
4174194536,7434992333,4
4174194536,8658470449,3
4174194536,8658470471,3
4174194537,458717341,4
4174194537,1603463548,5
4174194537,7275627476,3
4174194537,9444192233,7
4174419370,278784566,5
4174419370,1190852543,4
4176408925,20908251,4
4176408925,4939939439,4
4176408925,5563081068,2
4176408928,8088612,3
4176408928,1615580236,3
4176408928,5546555148,3
4176408929,8088612,3
4176408929,1535294654,4
4176408929,1615580236,3
4176409606,18054779,6
4176409606,314115293,5
4176892785,2701003825,5
4181394260,308208646,3
4181394260,4181394262,3
4181394260,5015347226,3
4181394262,3498951307,3
4181394262,4181394260,3
4181394262,9521493247,3
4181819332,566174893,4
4181819332,2203528798,4
4181819332,4181819333,2
4181819333,4181819332,2
4181850234,4181850249,2
4181850249,532251555,4
4181850249,532279916,3
4181850249,4181850234,2
4181935080,312389183,2
4181943927,273344867,4
4181943927,273344868,3
4181943927,273344875,3
4181943938,781569,3
4181943938,8084096,3
4181943938,5423479378,3
4181990540,4181990541,2
4181990541,20908325,3
4181990541,20908329,3
4181990541,4181990540,2
4181990542,20908328,3
4181990542,20908329,3
4181990542,4181990545,2
4181990543,20908329,3
4181990543,4181990548,2
4181990543,4181990549,6
4181990545,4181990542,2
4181990548,4181990543,2
4181990549,4181990543,6
4181990549,5559411869,3
4181990549,9078509008,3
4181990550,4181990552,2
4181990551,20908330,3
4181990551,2921224746,3
4181990551,6328330285,3
4181990552,4181990550,2
4181990552,6328330285,3
4181990552,7434992318,4
4181990553,1625107359,3
4181990553,5562082338,3
4181990553,7434992318,3
4182939647,4182939650,2
4182939650,4182939647,2
4182939650,4182939653,3
4182939650,4182939657,3
4182939653,4182939650,3
4182939653,4183249325,3
4182939653,4183249334,3
4182939657,4182939650,3
4182939657,4183249323,3
4182939657,4183249336,3
4182939659,4182939662,2
4182939662,4182939659,2
4182939662,4182939666,3
4182939662,4182939671,3
4182939666,4182939662,3
4182939666,4183249341,3
4182939666,4183249349,3
4182939671,4182939662,3
4182939671,4183249336,3
4182939671,4183249350,3
4182939674,4182939678,2
4182939678,4182939674,2
4182939678,4182939682,3
4182939678,4182939685,3
4182939682,4182939678,3
4182939682,4183249355,3
4182939682,4183249361,3
4182939685,4182939678,3
4182939685,4183249350,3
4182939685,4183249364,3
4183084242,1205964513,6
4183084242,4183084243,4
4183084242,6391970006,4
4183084243,4183084242,4
4183084243,4183084244,4
4183084243,4183084246,4
4183084244,1205978160,3
4183084244,1896448640,3
4183084244,4183084243,4
4183084246,1213028162,3
4183084246,1281415464,3
4183084246,4183084243,4
4183230278,12731080,3
4183230278,1607363949,3
4183230278,4183485490,3
4183230282,4183249300,2
4183230286,1419556831,3
4183230286,4183364228,3
4183230286,4183485502,3
4183249300,4183230282,2
4183249300,4183249304,3
4183249300,4183249306,3
4183249304,4183249300,3
4183249304,4183249311,3
4183249304,4183249318,3
4183249304,4183485490,3
4183249306,4183249300,3
4183249306,4183249311,3
4183249306,5898854560,3
4183249311,4183249304,3
4183249311,4183249306,3
4183249311,4183249323,3
4183249318,4183249304,3
4183249318,4183249323,3
4183249318,4183249325,3
4183249323,4182939657,3
4183249323,4183249311,3
4183249323,4183249318,3
4183249325,4182939653,3
4183249325,4183249318,3
4183249325,4183249332,5
4183249332,4183249325,5
4183249332,4183345197,4
4183249332,4183345199,3
4183249334,4182939653,3
4183249334,4183249336,3
4183249334,4183249341,3
4183249336,4182939657,3
4183249336,4182939671,3
4183249336,4183249334,3
4183249341,4182939666,3
4183249341,4183249334,3
4183249341,4183249348,5
4183249348,4183249341,5
4183249348,4183345202,4
4183249348,4183345204,3
4183249349,4182939666,3
4183249349,4183249350,3
4183249349,4183249355,3
4183249350,4182939671,3
4183249350,4182939685,3
4183249350,4183249349,3
4183249355,4182939682,3
4183249355,4183249349,3
4183249355,4183249360,5
4183249360,4183249355,5
4183249360,4183572439,3
4183249360,4183572453,3
4183249361,4182939682,3
4183249361,4183249364,3
4183249361,4183419311,3
4183249364,12731082,5
4183249364,4182939685,3
4183249364,4183249361,3
4183267535,4183267536,3
4183267535,4183267542,3
4183267535,4183485501,3
4183267536,4183267535,3
4183267536,4183267542,2
4183267536,4183267544,3
4183267542,4183267535,3
4183267542,4183267536,2
4183267542,4183267543,3
4183267543,4183267542,3
4183267543,4183267549,4
4183267544,4183267536,3
4183267544,4183267549,3
4183267544,4183345197,5
4183267549,4183267543,4
4183267549,4183267544,3
4183345194,4183345200,3
4183345194,4183485502,4
4183345194,4183485506,3
4183345197,4183249332,4
4183345197,4183267544,5
4183345197,4183345199,3
4183345197,4183485506,3
4183345199,4183249332,3
4183345199,4183345197,3
4183345199,4183345201,3
4183345200,4183345194,3
4183345200,4183345201,3
4183345200,4183345205,3
4183345201,4183345199,3
4183345201,4183345200,3
4183345201,4183345202,3
4183345202,4183249348,4
4183345202,4183345201,3
4183345202,4183345204,3
4183345204,4183249348,3
4183345204,4183345202,3
4183345204,4183345206,3
4183345205,4183345200,3
4183345205,4183345206,3
4183345205,4183345208,4
4183345206,4183345204,3
4183345206,4183345205,3
4183345206,4183345208,3
4183345206,4183572439,4
4183345208,4183345205,4
4183345208,4183345206,3
4183345208,4183572453,3
4183364228,4183230286,3
4183419300,1345991351,3
4183419300,3762001803,3
4183419300,4183534891,3
4183419310,1345991351,3
4183419310,4183419311,4
4183419310,4183419317,3
4183419311,4183249361,3
4183419311,4183419310,4
4183419311,4183485515,3
4183419317,3718615999,3
4183419317,3718616002,3
4183419317,4183419310,3
4183441830,12731078,3
4183441830,4183485493,3
4183441830,4183485503,4
4183485489,1419556831,3
4183485489,1607363949,3
4183485489,4183485506,3
4183485490,4183230278,3
4183485490,4183249304,3
4183485490,4183485494,3
4183485491,12731079,3
4183485491,1419556831,3
4183485491,4183485500,3
4183485493,12731079,3
4183485493,4183441830,3
4183485493,4183485500,3
4183485494,4183485490,3
4183485494,4183485495,3
4183485494,4183485501,3
4183485495,1607363949,3
4183485495,4183485494,3
4183485495,4183485499,3
4183485495,4183485501,3
4183485498,12731076,3
4183485498,12731078,3
4183485498,4183485503,3
4183485499,4183485495,3
4183485500,4183485491,3
4183485500,4183485493,3
4183485500,4183485502,6
4183485500,4183485504,3
4183485501,4183267535,3
4183485501,4183485494,3
4183485501,4183485495,3
4183485502,4183230286,3
4183485502,4183345194,4
4183485502,4183485500,6
4183485503,4183441830,4
4183485503,4183485498,3
4183485503,4183485505,3
4183485504,4183485500,3
4183485504,4183485505,3
4183485504,4183485513,3
4183485505,4183485503,3
4183485505,4183485504,3
4183485505,4183485510,3
4183485506,4183345194,3
4183485506,4183345197,3
4183485506,4183485489,3
4183485510,4183485505,3
4183485510,4183485513,5
4183485510,4183485520,4
4183485510,4183516987,3
4183485513,4183485504,3
4183485513,4183485510,5
4183485513,4183485519,3
4183485515,1345991351,5
4183485515,4183419311,3
4183485515,4183516987,3
4183485515,4183516988,3
4183485519,4183485513,3
4183485519,4183485520,7
4183485520,4183485510,4
4183485520,4183485519,7
4183516980,12731076,3
4183516980,1729667571,4
4183516980,3531137682,2
4183516982,3531137683,3
4183516982,4183516985,3
4183516982,4183534889,3
4183516984,3531137682,2
4183516984,3531137683,3
4183516984,4183516985,3
4183516985,4183516982,3
4183516985,4183516984,3
4183516985,4183516987,3
4183516985,4183516988,3
4183516987,4183485510,3
4183516987,4183485515,3
4183516987,4183516985,3
4183516988,4183485515,3
4183516988,4183516985,3
4183516988,4183534889,3
4183534889,4183516982,3
4183534889,4183516988,3
4183534889,4183534891,3
4183534891,4183419300,3
4183534891,4183534889,3
4183534891,6504275567,3
4183572439,4183249360,3
4183572439,4183345206,4
4183572439,4183572453,2
4183572453,4183249360,3
4183572453,4183345208,3
4183572453,4183572439,2
4184077791,3630841670,6
4184077791,3630850950,7
4184077791,4184219931,7
4184219899,402368411,5
4184219903,3640339423,8
4184219903,4184219905,5
4184219903,4184219908,7
4184219905,3640339423,5
4184219905,3717537955,5
4184219907,4184219899,6
4184219908,4184219899,4
4184219908,4184219903,7
4184219908,4184219912,3
4184219909,4184219905,3
4184219909,4184219908,3
4184219912,3636998427,6
4184219912,4184219907,5
4184219912,4184219908,3
4184219914,3717537955,7
4184219914,4184219909,5
4184219922,267550710,8
4184219922,4184219914,7
4184219924,3636998427,4
4184219924,3717537958,5
4184219930,3717537957,3
4184219930,4184219922,5
4184219931,3717537956,5
4184219931,4184219922,7
4184219935,3636999506,5
4184219935,4184373093,5
4184219937,3630850951,5
4184219937,3661137021,6
4184219937,4184077791,5
4184219940,3661137018,9
4184219940,4184373093,5
4184219940,9795434485,5
4184219944,4184219940,5
4184219944,4184219947,5
4184219947,4184219948,4
4184219947,4184219955,5
4184219948,294222492,6
4184219948,3628996479,3
4184219948,4184373093,5
4184219955,3661137023,8
4184219955,4184219960,4
4184219958,3630841687,4
4184219958,3661137023,7
4184219960,4184219958,3
4184219962,294222492,6
4184219962,3629000441,4
4184219962,5296510978,3
4184219965,3380879555,3
4184219965,3380879558,2
4184219965,3636999496,4
4184293585,2569031044,4
4184293585,4242897421,4
4184293585,4604442734,3
4184372047,3717392920,3
4184372049,3717392920,1
4184373093,4184219940,5
4184373093,4184219947,5
4184373093,4184219948,5
4184373095,3628996479,4
4184373095,4184219960,4
4184373095,10183544354,4
4184373096,3717537957,4
4184373096,4184219930,4
4184373098,6465638711,7
4184373098,8225026850,3
4184373098,10229462928,3
4184373099,26154589,3
4184373099,392834649,5
4184373099,10229462925,5
4184373099,10229591220,2
4184373130,392835996,6
4184373130,392837149,5
4184373130,4184373131,5
4184373131,7481118,3
4184373131,4184373130,5
4184373131,10229361157,7
4186218684,4186218685,4
4186218685,266845355,5
4186218685,2329062799,4
4186218685,4186218684,4
4186218685,4186218688,4
4186218688,290723118,3
4186218688,290723121,3
4186218688,4186218685,4
4186219299,290723123,4
4186219299,1578110931,3
4186219299,4186219304,3
4186219304,4186219299,3
4186875699,2367865224,3
4186875699,4186875700,3
4186875699,7187568412,4
4186875700,1803739180,4
4186875700,4186875699,3
4186875700,7187568412,4
4186875766,286581156,3
4186875766,2304187359,4
4186875766,2304187361,4
4186875772,4186875785,2
4186875785,278619736,3
4186875785,286581156,3
4186875785,4186875772,2
4189895958,4189895961,3
4189895961,4189895958,3
4189895961,4189895963,2
4189895961,4608003057,4
4189895963,4189895961,2
4190022545,2998172676,5
4190022545,9027808679,6
4190065463,4190065466,2
4190065463,4190065468,5
4190065463,9444192256,3
4190065466,1603463548,4
4190065466,4190065463,2
4190065466,9444192256,2
4190065467,290719289,5
4190065467,1603463548,7
4190065467,9444192235,3
4190065468,4190065463,5
4190065468,9444192235,3
4190065468,10582574642,4
4191505685,1052708454,5
4191505685,1270979171,3
4191505685,8438731104,4
4191517115,107553083,3
4191517115,274068932,4
4191517115,274068961,3
4194106775,4194106776,3
4194106775,4468652761,3
4194106775,4468652764,3
4194106776,2449720332,3
4194106776,3762015045,3
4194106776,4194106775,3
4194106778,2892598965,3
4194106778,4194106779,3
4194106778,4468652783,3
4194106779,4194106778,3
4194106779,4194106780,3
4194106779,4194106782,3
4194106780,2892598965,3
4194106780,3762016465,3
4194106780,4194106779,3
4194106782,4194106779,3
4194106782,4194106783,3
4194106782,4194106784,3
4194106783,3762016476,3
4194106783,4194106782,3
4194106783,4194106785,3
4194106784,4194106782,3
4194106784,4194106785,3
4194106784,4194106787,3
4194106785,3762016481,3
4194106785,4194106783,3
4194106785,4194106784,3
4194106787,2950487758,4
4194106787,3466419956,4
4194106787,4194106784,3
4194110789,2449720331,3
4194110789,4194110790,3
4194110789,4194110791,3
4194110790,2449720332,3
4194110790,4194110789,3
4194110790,6223369504,3
4194110791,2449720327,2
4194110791,4194110789,3
4194110791,4194110792,3
4194110792,2449720329,3
4194110792,3762015042,3
4194110792,4194110791,3
4194140711,1729534520,2
4194140711,1729534619,3
4194140711,9428477128,3
4194386535,93029062,4
4194386535,4194386536,3
4194386536,94014510,4
4194386536,4194386535,3
4194386536,4194654861,3
4194654861,94014509,3
4194654861,94014510,4
4194654861,4194386536,3
4194918492,9053835317,3
4194918492,9053835327,3
4194918492,9063246464,3
4194918495,4194918496,3
4194918495,4194918504,3
4194918495,4194918507,3
4194918496,4194918495,3
4194918496,4194918497,4
4194918496,4194918498,3
4194918497,4194918496,4
4194918497,4194918499,4
4194918497,4194918503,4
4194918497,4194918507,4
4194918498,4194918496,3
4194918498,4194918499,4
4194918498,4194918500,3
4194918499,4194918497,4
4194918499,4194918498,4
4194918499,4194918501,5
4194918499,4194918503,4
4194918500,4194918498,3
4194918500,4194918501,4
4194918500,9063246464,3
4194918501,94014498,3
4194918501,4194918499,5
4194918501,4194918500,4
4194918501,9054731067,4
4194918503,4194918497,4
4194918503,4194918499,4
4194918503,9054731067,3
4194918504,4194918495,3
4194918504,4194918508,3
4194918504,4194918509,3
4194918506,4194918508,2
4194918507,4194918495,3
4194918507,4194918497,4
4194918507,4194918508,3
4194918508,4194918504,3
4194918508,4194918506,2
4194918508,4194918507,3
4194918509,4194918504,3
4194918509,4194918510,2
4194918509,4194918511,3
4194918510,4194918509,2
4194918511,94014507,4
4194918511,4194918509,3
4194918511,4194918513,2
4194918513,4194918511,2
4194918514,94014507,4
4194918514,4194918515,2
4194918514,5703276451,3
4194918515,4194918514,2
4195614935,18054780,4
4195614935,4195615091,3
4195615091,8677607162,3
4199224164,5646198990,3
4199224164,5646198998,6
4199224166,1579375980,3
4199224166,2892302369,3
4199224166,4199224167,3
4199224167,1579375783,3
4199224167,4199224166,3
4199224167,5646198996,3
4199546198,4199546201,5
4199546198,4199546204,5
4199546201,3661137018,8
