u,v,roads_p_count
4199546201,4199546198,5
4199546203,4199546201,4
4199546203,10670224620,3
4199546204,4199546203,4
4199546204,10670224622,4
4199695619,3324332380,3
4199695619,4199695621,3
4199695621,478634555,3
4199695621,4199695619,3
4199695621,4199695624,3
4199695623,31875682,5
4199695623,1332234323,3
4199695623,4199695627,4
4199695623,4199695628,3
4199695624,3098681267,3
4199695624,4199695621,3
4199695624,4199695627,3
4199695624,4199741649,3
4199695627,269598171,5
4199695627,4199695623,4
4199695627,4199695624,3
4199695628,21556600,4
4199695628,1803799660,4
4199695628,4199695623,3
4199695629,31875682,5
4199695629,4199695633,3
4199695630,3324332379,3
4199695630,4199695634,3
4199695633,269598170,5
4199695633,4199695629,3
4199695634,21556598,3
4199695634,4199695630,3
4199695635,31875650,3
4199695635,31875682,5
4199695635,3098681288,4
4199695637,3098681268,3
4199695637,3098681288,3
4199695637,4199695638,3
4199695637,4199695655,3
4199695638,21556596,5
4199695638,4199695637,3
4199695638,4199695639,3
4199695639,3324332378,3
4199695639,4199695638,3
4199695650,31875650,3
4199695650,4199695652,3
4199695650,4199695656,4
4199695650,4199695660,5
4199695652,4199695650,3
4199695652,4199695655,3
4199695652,4199695661,3
4199695655,4199695637,3
4199695655,4199695652,3
4199695655,4199695659,3
4199695655,4199695662,3
4199695656,31875648,4
4199695656,4199695650,4
4199695656,4199695660,5
4199695659,1029964790,3
4199695659,3678064963,3
4199695659,4199695655,3
4199695660,4199695650,5
4199695660,4199695684,5
4199695661,269598165,5
4199695661,4199695656,4
4199695662,3098681271,5
4199695662,4199695655,3
4199695662,4199695661,3
4199695673,6488661,7
4199695673,3098681271,7
4199695678,31875648,3
4199695678,3389997623,3
4199695678,3389997632,5
4199695683,3658274233,4
4199695684,2327477960,5
4199695684,9951537132,3
4199695685,6488661,5
4199695685,4199695683,3
4199695686,4199695673,5
4199695686,4199695685,3
4199695687,3389997623,4
4199695687,4199695678,4
4199695688,3447669583,3
4199695688,4199695686,3
4199695688,4199695805,3
4199695790,300562272,6
4199695790,4199695688,5
4199695797,4199695685,4
4199695797,4527950108,4
4199695800,4199695797,4
4199695800,4199695801,3
4199695800,4527950107,3
4199695801,4199695686,2
4199695801,4199695800,3
4199695801,9624553121,3
4199695804,298466197,5
4199695804,4527950106,6
4199695804,4527950107,4
4199695805,3098681273,3
4199695805,4199695688,3
4199695805,9624553119,3
4199695805,9624553121,3
4199695810,302862876,5
4199695810,3931242758,6
4199695810,10038201617,4
4199695812,3745067960,5
4199695812,4527950104,5
4199695812,6299238430,5
4199695818,294222454,6
4199695818,302862876,5
4199695818,6299238425,4
4199695821,3098681275,3
4199695821,5305123130,3
4199695821,6299238427,3
4199695825,6299238425,4
4199695825,6955593873,4
4199695825,10864775088,3
4199695832,4199695818,6
4199695832,5305507637,6
4199695832,10864269587,6
4199695850,267550706,3
4199695850,4199695851,4
4199695851,267550706,4
4199695851,5323396410,4
4199695856,4199695860,3
4199695856,4199695862,4
4199695860,4199695856,3
4199695860,4199695863,3
4199695862,4199695870,5
4199695862,4199695880,6
4199695863,4200080297,4
4199695870,2327477966,6
4199695870,4199695878,4
4199695878,4199695885,4
4199695880,1794262130,4
4199695880,4199695862,6
4199695880,4199695878,4
4199695885,2327477966,6
4199695885,4199695891,6
4199695885,10690920228,6
4199695889,6488644,7
4199695889,8082274,4
4199695889,4199695894,4
4199695889,10229662874,5
4199695891,267550707,8
4199695891,4199695892,5
4199695891,4199695895,7
4199695892,4199695891,5
4199695892,4199695895,6
4199695892,4199695896,4
4199695892,10690920228,4
4199695894,6488644,7
4199695894,4199695889,4
4199695895,4199695891,7
4199695895,4199695892,6
4199695895,10679502639,5
4199695896,8089662,5
4199695896,4199695892,4
4199695896,9793905355,8
4199741574,4199741583,4
4199741574,4199741585,4
4199741582,4199741583,3
4199741583,4199741582,3
4199741583,4199741585,3
4199741583,4199741611,3
4199741585,4199741583,3
4199741585,4199741586,3
4199741585,4199741615,3
4199741586,3098879757,3
4199741586,4199741585,3
4199741586,4199741588,3
4199741586,4199741618,3
4199741588,4199741586,3
4199741588,4199741591,3
4199741588,8491228533,3
4199741591,4199741588,3
4199741591,8491228523,3
4199741609,1332234332,4
4199741611,267787154,3
4199741611,4199741615,4
4199741611,4199741646,3
4199741615,4199741611,4
4199741615,4199741618,3
4199741615,4199741647,3
4199741618,4199741586,3
4199741618,4199741615,3
4199741618,4199741620,3
4199741618,4199741649,3
4199741620,3324332386,5
4199741620,4199741588,3
4199741620,4199741618,3
4199741645,4199741646,3
4199741646,4199741645,3
4199741646,4199741647,3
4199741646,4199741664,4
4199741647,4199741646,3
4199741647,4199741649,3
4199741647,4199741664,4
4199741649,4199695624,3
4199741649,4199741618,3
4199741649,4199741647,3
4199741649,4199741653,3
4199741653,4199741620,3
4199741653,4199741649,3
4199741653,4199741656,3
4199741656,3324332386,4
4199741656,4199741653,3
4199741664,4199695627,4
4199771178,3098681258,7
4199771178,4199791700,5
4199771179,4199771183,5
4199771183,4199791715,4
4199771183,4199791718,4
4199771185,3639238056,5
4199771185,4199791713,7
4199771189,4199791725,3
4199771189,4199791726,5
4199771193,3098879762,5
4199771193,4199771185,7
4199771193,4199791723,5
4199791700,4199791706,3
4199791700,4200252960,5
4199791701,3639238056,3
4199791701,3639238057,3
4199791701,4199791713,5
4199791706,3098681254,4
4199791706,3098681258,5
4199791706,4199791700,3
4199791706,4199791715,3
4199791713,4199771178,7
4199791713,4199791720,5
4199791715,4199771189,3
4199791715,4199791706,3
4199791715,4199791718,3
4199791716,3098681258,5
4199791716,4199771178,5
4199791718,3639238049,3
4199791718,4199791715,3
4199791718,4199791725,3
4199791720,4199791716,3
4199791720,4199791731,3
4199791723,4199771185,5
4199791723,4199791720,3
4199791725,4199791730,3
4199791725,4199791734,3
4199791726,3098681258,7
4199791726,4199791727,5
4199791726,4199791734,5
4199791727,4199791716,3
4199791727,4199791731,3
4199791730,2394218617,4
4199791730,4199791741,3
4199791731,3324332392,6
4199791731,4199791732,3
4199791732,3098879762,3
4199791732,4199791723,3
4199791734,4199791726,5
4199791734,4199791739,5
4199791734,4199791743,3
4199791739,3324332392,8
4199791739,4199791727,5
4199791740,3098879781,3
4199791740,3639238038,4
4199791741,4199791743,3
4199791743,3639238043,3
4199791743,4199791734,3
4199791743,4199791744,4
4199791744,4199791739,6
4199791744,4199791745,4
4199791745,2420865016,6
4199791745,3324332392,6
4199791749,3098879757,3
4199791749,3639238045,5
4199791749,4199791744,4
4199791758,2420865019,3
4199791758,2420865020,4
4199791758,9658642216,3
4200057993,8082310,4
4200057993,5754863558,3
4200057993,9830911394,3
4200057993,9830911396,3
4200057995,500852621,3
4200057995,4200057996,3
4200057996,4200058001,3
4200057996,4878712200,3
4200057997,5754863557,3
4200057997,5754863562,4
4200057997,9830911396,3
4200057999,4200058000,3
4200057999,8570098556,3
4200058000,4200058003,3
4200058000,5333603262,3
4200058001,8089401,2
4200058001,4200058004,3
4200058001,5333603264,3
4200058002,4200057999,3
4200058002,4200058003,2
4200058002,8570098542,3
4200058003,2119882494,4
4200058003,4200058002,2
4200058004,500852749,2
4200080173,7476485,3
4200080173,10864798752,2
4200080176,4200080173,3
4200080176,5323396410,3
4200080187,7476484,3
4200080187,4200080176,3
4200080188,4200080297,4
4200080293,4200080301,4
4200080297,4199695863,4
4200080297,4200080188,4
4200080297,4200080300,3
4200080299,4200080300,2
4200080300,4200080297,3
4200080300,4200080299,2
4200080300,4200080301,3
4200080301,4200080293,4
4200080301,4200080300,3
4200080301,4200080303,3
4200080303,7476484,3
4200080303,4200080301,3
4200080303,9597946530,3
4200080308,7056531162,3
4200080308,7056531163,3
4200080308,10199457003,2
4200080309,8089662,5
4200080309,7056531163,5
4200080309,9696090062,5
4200080314,8089157,4
4200080314,4200080315,3
4200080314,6450493996,3
4200080315,4200080314,3
4200080315,6450494002,4
4200080315,6450494007,3
4200252900,1359686074,3
4200252900,4200252901,3
4200252901,4200252915,3
4200252901,4200252918,4
4200252907,4200252912,3
4200252907,4200310203,4
4200252910,4200252913,3
4200252910,4200252914,5
4200252912,3098681245,6
4200252912,4200252907,3
4200252912,4200252915,3
4200252912,4200252917,3
4200252913,336264986,5
4200252913,4200252910,3
4200252914,4200252907,5
4200252914,4200252917,5
4200252915,4200252912,3
4200252915,4200252918,3
4200252915,4200252920,4
4200252917,4200252912,3
4200252917,4200252920,4
4200252917,4200252921,3
4200252918,4200252915,3
4200252918,4200252928,7
4200252918,4200252929,4
4200252920,4200252921,4
4200252920,4200252928,8
4200252921,287635295,6
4200252921,4200252917,3
4200252921,4200252923,3
4200252923,3098681250,4
4200252923,4200252921,3
4200252923,4200252928,7
4200252924,287635295,7
4200252924,4200252923,4
4200252926,287635295,6
4200252926,4200252931,5
4200252928,25438900,9
4200252928,4200252933,7
4200252928,9798658068,7
4200252929,4200252918,4
4200252929,9798658068,4
4200252929,10559553410,3
4200252929,10559678820,3
4200252931,4200252924,4
4200252931,4200252926,5
4200252931,4200252932,3
4200252932,3098681250,4
4200252932,4200252931,3
4200252932,9793862897,4
4200252932,9950036244,3
4200252933,4200252937,6
4200252933,4200252956,4
4200252933,9798658068,3
4200252935,3700066883,4
4200252935,4200252943,5
4200252935,9793862897,4
4200252937,25438900,6
4200252937,4200252933,6
4200252937,4200252943,6
4200252943,3700066891,5
4200252943,4200252935,5
4200252943,4200252937,6
4200252947,4200252937,5
4200252952,727379968,4
4200252952,3700066888,5
4200252952,10559553421,4
4200252956,9501012615,4
4200252956,9798823189,5
4200252960,4200252926,4
4200252960,4200252931,4
4200252961,3532722824,7
4200252961,3639238049,4
4200305103,6542976,4
4200305103,3098681242,4
4200305103,8659214328,5
4200305108,6542976,3
4200305108,3098681245,4
4200305112,298476811,4
4200305112,312474892,3
4200305112,483698129,4
4200305121,298476811,4
4200305121,483698129,4
4200305121,9916531437,3
4200305122,31893685,3
4200305122,577269047,10
4200305122,1425332094,4
4200310203,8322833,5
4200310203,2332699080,4
4200490777,3098681242,5
4200490777,4200305108,3
4200490777,6949733648,5
4200490779,298468724,3
4200490779,298468727,3
4200490779,9916531440,3
4204789090,559530392,14
4204789090,1234226372,4
4204789090,1234226382,6
4207987635,279695842,3
4207987635,2420865033,3
4207987644,4207987646,2
4207987645,4207987646,2
4207987646,1607361321,3
4207987646,1607361327,2
4207987646,4207987644,2
4207987646,4207987645,2
4209879604,6606543849,9
4209879612,2067390893,3
4209879628,1803770876,3
4209879628,4209879629,3
4209879629,4209879630,3
4209879629,4209879631,2
4209879630,20922355,3
4209879634,6700518884,2
4209879639,20922342,3
4209879639,297643216,3
4209879639,1803770876,3
4214514438,1064661006,5
4214514438,7452895446,5
4214514438,7577503513,7
4214514456,1803914970,3
4214514456,1803914973,4
4214514456,4214514459,2
4214514459,4214514456,2
4214514465,4214514470,2
4214514470,1803914976,3
4214514470,1803914982,3
4214514470,4214514465,2
4214835850,3835758315,3
4214835850,3835758350,2
4214835850,4214835851,2
4214835850,5221432449,2
4214835851,4214835850,2
4218000679,4218000684,5
4218000679,6167110450,6
4218000679,9821927098,7
4218000684,735113193,5
4218000684,4218000679,5
4218000684,9821927094,5
4221505881,20929987,3
4221505881,20930024,3
4221505881,1585604198,3
4221505995,1578282348,3
4221505995,1578282411,3
4221505995,9350735609,4
4221506001,1578282411,3
4221506001,1585604224,3
4221506001,1585604228,3
4221506006,1578282303,3
4221506006,1585604201,3
4221506006,4221506036,3
4221506036,4221506006,3
4221506036,4244807746,3
4225167449,18164882,4
4225167449,2320355926,5
4225167449,6952446659,4
4225167450,289551777,4
4225167450,1064663099,6
4225167452,1064663099,7
4225167452,4225167450,6
4225167452,10589344637,6
4225167455,266531258,7
4225167455,4225167452,7
4225167458,2159729364,5
4225167458,4225167455,7
4225167459,2159729364,3
4225167459,2159729365,3
4225167459,4225167458,5
4225167462,266702699,3
4225167462,1064661001,4
4225167462,7151874701,5
4225167464,1064956110,7
4225294592,5221431934,3
4225294592,5887571936,3
4225294592,5887571937,3
4225294594,1064956196,4
4225294594,4225294596,3
4225294594,9864759533,3
4225294596,4225294594,3
4225294596,6651812324,3
4225294596,9864759532,3
4230084087,3288877661,3
4230084087,3288877663,3
4230084087,9602020859,2
4230086163,7470151,5
4230086163,12727442,3
4230086163,1387249555,5
4230604095,1579567725,7
4230604095,3410464531,12
4230604095,9893481634,5
4230604122,4230604132,3
4230604122,5520862931,4
4230604122,9893481634,9
4230604125,3410464533,6
4230604125,4230604132,3
4230604125,4230604133,2
4230604132,4230604122,3
4230604132,4230604125,3
4230604132,4230604133,3
4230604133,3410464531,4
4230604133,4230604125,2
4230604133,4230604132,3
4230604139,3410464531,5
4230604139,4230604146,3
4230604146,4230604139,3
4230604147,10596577969,3
4233708553,3338571832,6
4233708553,7836945743,3
4233708553,7836945748,5
4233708561,1555801701,6
4233708561,4233708564,4
4233708561,4279694290,4
4233708564,112273891,4
4233708564,4233708561,4
4233708564,4233708567,4
4233708567,1655700012,4
4233708567,2531886187,3
4233708567,2531886190,4
4233708567,4233708564,4
4237583607,7244208,5
4237583607,7741059,6
4237583607,4237583608,2
4237583608,4237583607,2
4242897169,285487495,3
4242897169,1803874704,3
4242897169,4242897170,3
4242897170,285487542,3
4242897170,1803874705,4
4242897170,4242897169,3
4242897185,285487458,2
4242897185,285487583,6
4242897393,4243252163,2
4242897411,4243252171,3
4242897411,10908621331,3
4242897411,10908621346,1
4242897421,4184293585,4
4242897421,4243252171,12
4242897421,4243535438,9
4242897429,4243252161,3
4242897429,4243252163,3
4242897429,4243535422,3
4242897431,283712560,4
4242897431,4243252161,3
4242897431,4243252163,3
4242897444,283712589,3
4242897444,1350223331,3
4242897444,4242897455,3
4242897453,1803860539,3
4242897453,4242897455,3
4242897453,4247497846,3
4242897455,1350223347,3
4242897455,4242897444,3
4242897455,4242897453,3
4242897456,283712560,4
4242897456,283712577,5
4242897456,283712589,3
4242897602,1657466077,3
4242897602,1657466079,3
4242897602,4244807692,3
4242897602,4244807693,3
4242967119,4242967120,3
4242967119,4298806019,3
4242967119,4298806020,3
4242967120,4242967119,3
4242967120,4242967131,3
4242967120,4298804582,3
4242967124,4242967127,5
4242967124,4242967128,3
4242967124,4242967132,3
4242967127,4242967124,5
4242967127,4242967131,3
4242967127,4243535495,3
4242967128,4242967124,3
4242967128,4242967131,5
4242967128,4298804582,5
4242967131,4242967120,3
4242967131,4242967127,3
4242967131,4242967128,5
4242967132,4242967124,3
4242967132,4242967135,5
4242967132,4242967136,3
4242967135,4242967132,5
4242967135,4242967139,3
4242967135,4243535500,3
4242967136,4242967132,3
4242967136,4242967139,5
4242967136,4242967140,3
4242967139,4242967135,3
4242967139,4242967136,5
4242967139,4242967143,3
4242967140,4242967136,3
4242967140,4242967143,5
4242967140,4242967144,3
4242967143,4242967139,3
4242967143,4242967140,5
4242967143,4242967147,3
4242967144,1056744912,5
4242967144,4242967140,3
4242967144,4242967147,5
4242967147,1673428199,3
4242967147,4242967143,3
4242967147,4242967144,5
4243241597,1673428198,6
4243241597,1673428201,5
4243241597,4243535493,4
4243241597,4298806028,4
4243241610,1803864431,3
4243241610,1803864432,3
4243241610,4243241612,3
4243241611,4243241614,3
4243241611,4243241615,3
4243241611,4298806028,3
4243241612,4243241610,3
4243241612,4243241613,3
4243241612,4243241614,3
4243241613,1578282287,3
4243241613,1803864431,3
4243241613,4243241612,3
4243241614,4243241611,3
4243241614,4243241612,3
4243241614,4243241615,3
4243241615,1578282287,3
4243241615,4243241611,3
4243241615,4243241614,3
4243252161,1063570429,5
4243252161,4242897429,3
4243252161,4242897431,3
4243252161,4243252163,3
4243252163,4242897393,2
4243252163,4242897429,3
4243252163,4242897431,3
4243252163,4243252161,3
4243252171,1357615533,3
4243252171,4242897411,3
4243252171,4242897421,12
4243355594,1350223336,5
4243355594,4243515360,4
4243355594,4244946362,5
4243515344,25951258,3
4243515344,1038193658,3
4243515344,4243515351,2
4243515351,25951217,3
4243515351,4243515344,2
4243515351,7570727614,3
4243515352,283712475,3
4243515352,283712478,3
4243515352,1038193649,4
4243515360,1648545295,4
4243515360,4243355594,4
4243515360,4243515386,2
4243515386,4243515360,2
4243535422,4242897429,3
4243535422,4243535438,3
4243535422,8957542971,3
4243535438,4242897421,9
4243535438,4243535422,3
4243535438,8957542974,3
4243535440,8957542974,2
4243535459,3835234980,2
4243535460,1350223336,4
4243535460,4243535463,3
4243535460,4243535464,3
4243535462,4243535464,2
4243535463,20930008,3
4243535463,4243535460,3
4243535463,4243535464,3
4243535464,4243535460,3
4243535464,4243535462,2
4243535464,4243535463,3
4243535480,20929983,3
4243535480,20929984,3
4243535480,1673412652,3
4243535487,4243535488,3
4243535487,4298804583,5
4243535487,4298806018,5
4243535488,4243535487,3
4243535488,4243535489,3
4243535488,4298806019,5
