u,v,buildings_count
10156378743,10156363405,1
10156378747,10156363397,1
10156378748,10156363402,1
10156378749,10156378721,1
10156378750,10156378751,1
10156378751,10156378750,1
10156555254,10156555255,1
10156555255,10156555254,1
10156555256,10156555257,1
10156555257,10156555256,1
10156555257,10156555258,1
10156555258,10156555257,1
10156555259,10156555260,1
10156555260,10156555259,1
10156555261,5860426366,1
10156555262,5860426366,1
10156555264,10156555265,1
10156555265,10156555264,1
10156555266,10156555267,1
10156555267,10156555266,1
10156555268,10156555269,1
10156555269,10156555268,1
10156555270,10156555271,1
10156555271,10156555270,1
10156555280,5867515344,1
10156555285,10156555286,1
10156555286,10156555285,1
10161615727,10161615728,2
10161615727,10161615730,1
10161615728,10161615727,2
10161615728,10161615730,1
10161615730,10161615727,1
10161615730,10161615728,1
10161615730,10161615733,1
10161615730,10161615735,1
10161615731,10161615734,1
10161615731,10161615735,1
10161615731,10161615739,1
10161615732,10161615733,1
10161615732,10161615745,1
10161615732,10161615756,1
10161615733,10161615730,1
10161615733,10161615732,1
10161615733,10161615734,1
10161615734,10161615731,1
10161615734,10161615733,1
10161615734,10161615735,1
10161615735,10161615730,1
10161615735,10161615731,1
10161615735,10161615734,1
10161615739,10161615731,1
10161615739,10161615750,1
10161615739,10161615751,1
10161615740,10161615741,1
10161615741,10161615740,1
10161615741,10161615744,1
10161615741,10161615756,1
10161615744,10161615741,1
10161615744,10161615745,1
10161615744,10161615747,1
10161615745,10161615732,1
10161615745,10161615744,1
10161615745,10161615751,1
10161615747,10161615744,1
10161615747,10161615750,1
10161615747,10161615752,1
10161615750,10161615739,1
10161615750,10161615747,1
10161615750,10161615752,1
10161615751,10161615739,1
10161615751,10161615745,1
10161615751,10161615752,1
10161615752,10161615747,1
10161615752,10161615750,1
10161615752,10161615751,1
10161615756,9006256562,1
10161615756,10161615732,1
10161615756,10161615741,1
10183884307,10652938137,1
10199392042,10199392045,1
10199392045,10199392042,1
10210552995,10210552998,1
10210552998,10210552995,1
10210553008,10221487327,1
10211497453,10211497454,1
10211497453,10211497455,1
10211497453,10211497457,1
10211497453,10211497458,1
10211497454,10211497453,1
10211497454,10211497455,1
10211497455,10211497453,1
10211497455,10211497454,1
10211497455,10211497457,2
10211497457,10211497453,1
10211497457,10211497455,2
10211497458,10211497453,1
10211497487,10211497489,1
10211497489,10211497487,1
10215336379,10215336393,1
10215336393,10215336379,1
10221487327,10210553008,1
10229248949,5680196750,1
10229248950,593869909,1
10231384851,9628627526,1
10233262238,7329860054,1
10233262238,10233262394,1
10233262246,10233262406,1
10233262394,10233262238,1
10233262406,10233262246,1
10237750582,10237862276,1
10237750587,10237862277,1
10237862256,10237862259,1
10237862259,10237862256,1
10237862261,10237862275,1
10237862263,9955671439,1
10237862264,10237862281,1
10237862265,10237862283,1
10237862268,10237862276,1
10237862269,10237862285,1
10237862270,9955671451,1
10237862271,10237862272,1
10237862272,10237862271,1
10237862275,10237862261,1
10237862276,10237750582,1
10237862276,10237862268,1
10237862277,10237750587,1
10237862278,9955671450,1
10237862279,10237862284,1
10237862281,10237862264,1
10237862283,10237862265,1
10237862284,10237862279,1
10237862285,10237862269,1
10239850664,10239850671,1
10239850664,10239850675,1
10239850664,10239850676,1
10239850665,10239850666,1
10239850666,10239850665,1
10239850671,10239850664,1
10239850675,10239850664,1
10239850676,10239850664,1
10239887019,8764411928,1
10240847307,10240929916,1
10240929913,5699199832,1
10240929915,9834698468,1
10240929916,10240847307,1
10240929919,10240929931,1
10240929930,5699199833,1
10240929931,10240929919,1
10244483284,9821927093,1
10247185691,10247185692,1
10247185692,10247185691,1
10247185693,10247185694,1
10247185694,10247185693,1
10247185695,10247185696,1
10247185696,10247185695,1
10247185697,10247185698,1
10247185698,10247185697,1
10247185699,10247185700,1
10247185700,10247185699,1
10255680847,1190852543,2
10255680847,10255680847,4
10263580949,1637600152,1
10265554815,1468018613,1
10266438111,10947666971,1
10274568512,9873303807,1
10279165382,5715936964,1
10280614089,3127841179,1
10282516677,1394653498,1
10298146968,546474328,1
10300583381,10300583382,1
10300583382,10300583381,1
10302263881,10302263902,1
10302263902,10302263881,1
10302300473,10836844736,1
10543077127,10543077136,1
10543077136,10543077127,1
10557055806,10557134147,1
10557134147,10557055806,1
10559678815,10559678821,1
10559678821,10559678815,1
10563540159,2255813486,1
10563540159,10563540174,1
10563540172,2255813474,1
10563540174,10563540159,1
10564711316,10566474967,1
10566474967,10564711316,1
10567973471,8960110457,1
10570665013,3594065866,1
10579371815,10579371816,1
10579371816,10579371815,1
10580388419,10580388423,1
10580388423,10580388419,1
10588987356,10588987356,2
10589932722,6796507760,1
10594232160,9362578001,1
10607983987,10607984004,1
10607983992,10607984000,1
10607983993,5699199836,1
10607983995,10608039706,1
10607983996,10608039710,1
10607984000,10607983992,1
10607984000,10607984002,1
10607984002,10607984000,1
10607984004,10607983987,1
10608039706,10607983995,1
10608039710,10607983996,1
10608039721,10608039731,1
10608039728,10608039729,1
10608039729,10608039728,1
10608039731,10608039721,1
10621586548,1366703188,1
10621586585,1801617825,1
10635018310,5688563738,1
10635095720,10635095745,1
10635095745,10635095720,1
10649898804,4679112803,1
10649907823,10845990322,1
10649907840,10968930874,1
10649907843,10968930875,1
10651193816,10651193837,1
10651193837,10651193816,1
10651284780,6796507756,1
10651284780,6796507760,1
10651284780,6796507767,1
10651284782,2912495370,1
10651284782,6796507753,1
10651284782,6796507767,1
10651829395,3466388432,1
10652938137,10183884307,1
10657723413,10657723417,1
10657723413,10657723420,2
10657723417,10657723413,1
10657723420,10657723413,2
10671258091,10671281863,1
10671281859,10671283571,1
10671281863,10671258091,1
10671281866,1416141901,1
10671281871,10671283569,1
10671283569,10671281871,1
10671283571,10671281859,1
10684413456,5754863538,1
10700027530,5887604953,1
10700027530,8982473692,1
10739167804,3634600842,1
10741249749,257789992,1
10760771664,10760771668,1
10760771668,10760771664,1
10763078981,10763078986,1
10763078984,10763078985,1
10763078985,10137782304,1
10763078985,10763078984,1
10763078986,5075688822,1
10763078986,10763078981,1
10763078986,10934067424,2
10778799290,10778799291,1
10778799291,10778799290,1
10811143965,10811143962,1
10811891089,10811891098,1
10811891098,10811891089,1
10811891100,9806506050,1
10811891100,10811891104,1
10811891100,10811891108,1
10811891103,10811891104,1
10811891104,10811891100,1
10811891104,10811891103,1
10811891108,10811891100,1
10824999124,10824999143,1
10824999143,10824999124,1
10826492590,10826492599,1
10826492599,10826492590,1
10826642225,10826642226,1
10826642226,10826642225,1
10826642227,10826642228,1
10826642228,10826642227,1
10826642229,10826642230,1
10826642230,10826642229,1
10829900602,4980714615,1
10829900603,4980714612,1
10832230260,3635229224,1
10832230263,3635229223,1
10832230263,10832230275,1
10832230263,10832230276,1
10832230264,3635229222,1
10832230264,10832230273,1
10832230264,10832230274,1
10832230265,3635229221,1
10832230265,10832230271,1
10832230265,10832230272,1
10832230266,3635229220,1
10832230266,10832230269,1
10832230266,10832230270,1
10832230269,10832230266,1
10832230270,10832230266,1
10832230271,10832230265,1
10832230272,10832230265,1
10832230273,10832230264,1
10832230274,10832230264,1
10832230275,10832230263,1
10832230276,10832230263,1
10832230277,3635229219,1
10832230279,3635229216,1
10832230281,3635229226,1
10832230281,10832230283,1
10832230281,10832230284,1
10832230283,10832230281,1
10832230283,10832230289,1
10832230283,10832230290,1
10832230284,3635266133,1
10832230284,10832230281,1
10832230284,10832230286,1
10832230286,10832230284,1
10832230286,10832230287,1
10832230286,10832230288,1
10832230287,10832230286,1
10832230288,10832230286,1
10832230289,10832230283,1
10832230290,10832230283,1
10832288906,2378383736,1
10832288907,2378383731,1
10832288908,2378383716,1
10832288909,2378383726,1
10832288910,2378383733,1
10832288911,2378383718,1
10832322333,10832322339,1
10832322339,10832322333,1
10833643660,10833643662,1
10833643662,10833643660,1
10833678370,6796507753,1
10833678370,10833678373,1
10833678370,10833678379,1
10833678373,10833678370,1
10833678375,1608092797,1
10833678375,6796507777,1
10833678375,10833678377,1
10833678377,1608092797,1
10833678377,6796507777,1
10833678377,10833678375,1
10833678378,10833678379,1
10833678379,3399641134,1
10833678379,10833678370,1
10833678379,10833678378,1
10836314768,10836344518,1
10836344518,10836314768,1
10836844736,10302300473,1
10836844753,4393205503,1
10839839396,10302300473,1
10839839397,1574092463,1
10842043500,10842043501,1
10842043501,10842043500,1
10845990322,10649907823,1
10846848857,5297516288,1
10846848868,5297516286,1
10864269587,4199695832,1
10864665002,10864775088,1
10864775088,10864665002,1
10864798752,5323396410,1
10873910675,10873910681,1
10873910681,10873910675,1
10873945507,10873945508,1
10873945508,10873945507,1
10876850173,10876850178,1
10876850177,10876850178,1
10876850178,10876850173,1
10876850178,10876850177,1
10879388066,8995226535,1
10881746313,10881746326,1
10881746326,10881746313,1
10886082016,20922325,1
10888538909,10888538911,1
10888538911,10888538909,1
10899900434,8223077952,1
10902459892,10902459893,1
10902459893,10902459892,1
10931542880,6736742912,1
10934067424,10763078986,2
10936520551,10936520564,1
10936520551,10936520565,1
10936520551,10936818720,1
10936520564,10936520551,1
10936520565,10936520551,1
10936818720,10936520551,1
10939743596,4535434945,1
10947666971,10266438111,1
10968930874,10649907840,1
10968930875,10649907843,1
10974061558,10974061559,2
10974061559,10974061558,2
10975159551,10975159552,1
10975159552,10975159556,1
10975159553,307305949,1
10975159556,10975159552,1
10975159556,10975159557,1
10975159557,10975159556,1
10975159558,10975159559,1
10975159559,10975159558,1
11005984088,11005984089,1
11005984089,11005984088,1
11017383324,11017383326,1
11017383326,11017383324,1
11019943045,9696090019,1
11034665353,1863560254,1
11038633550,1805784990,1
11039621259,8561121014,1
11043628254,11043628257,1
11043628257,11043628254,1
11047098729,11047148066,1
11047105452,8893444781,1
11047105493,11047105494,1
11047105494,11047105493,1
11047148066,11047098729,1
11059987957,8995891494,1
11061276798,10063887225,1
