u,v,traffic_p_count
2255813460,2255813455,1
2255813460,8364351017,1
2255813462,296204400,1
2255813462,2255813356,1
2255813462,2255813419,2
2255813462,10570665016,1
2255813470,2255813453,1
2255813473,2255813420,1
2255813481,2255813453,1
2255813486,2255813453,1
2255813486,10563540159,1
2255827400,2255813430,1
2255827402,2555352649,1
2255974215,8546304,2
2273103213,2273103214,1
2273103214,2273103213,1
2273103214,2273103220,1
2273103216,2273103219,1
2273103219,2273103216,1
2273103220,2273103214,1
2277592989,6359420521,1
2283747657,747675743,2
2283747657,2283747693,2
2283747693,12725358,1
2283747693,2283747657,2
2283747701,2283747710,2
2283747701,8436186968,3
2283747701,8436186970,2
2283747710,2178030031,1
2283747710,2283747701,2
2283747710,2283747713,2
2283747713,976030720,1
2283747713,2178030029,1
2283747713,2283747710,2
2283747721,8563523,2
2283747721,747675731,1
2283747726,17343186,1
2283747726,2283747730,2
2283747730,296206813,2
2283747730,2283747726,2
2283813934,1341490117,1
2283813934,9517947206,1
2283813940,296206797,2
2283813940,9517947206,1
2283813943,17343195,2
2283813943,2283813946,2
2283813944,7302098,1
2283813944,7563505115,1
2283813945,17343193,2
2283813945,2283813949,2
2283813946,296206801,2
2283813946,2283813943,2
2283813949,2283813945,2
2283813949,3744812741,1
2283820143,296206763,1
2283820143,2283820146,2
2283820143,10220599681,1
2283820145,296206772,1
2283820145,2283820147,2
2283820145,2283820148,2
2283820146,2283820143,2
2283820146,2283820151,2
2283820146,6036958723,1
2283820147,2283820145,2
2283820147,2283820150,2
2283820147,10001949942,1
2283820148,26201997,1
2283820148,2283820145,2
2283820148,10220599681,1
2283820149,314442326,1
2283820149,2283820150,2
2283820149,2283820151,2
2283820150,314435397,1
2283820150,2283820147,2
2283820150,2283820149,2
2283820151,296199221,1
2283820151,2283820146,2
2283820151,2283820149,2
2292875749,4929107511,2
2292875749,7370195729,2
2292875749,8976545062,1
2292875759,20923495,2
2292875759,4929108076,2
2292875759,6334528441,1
2302872134,6503247,1
2302924767,2353726390,1
2302924770,2428138770,2
2302924770,7187568423,2
2304187359,4186875766,1
2304187361,4186875766,1
2304187370,9249468998,2
2304187370,9249469000,2
2304187370,9656109334,1
2304187370,10653115987,2
2304187373,2304187370,2
2304319789,32360050,1
2304319789,2390476101,2
2304319791,278382979,1
2304319791,4873462285,1
2304319791,9955354009,1
2305619297,2390418045,2
2305619297,5764141002,1
2305621041,4885812629,1
2305623290,4885812630,1
2305623290,5764144820,2
2305623290,5764144830,1
2305663540,452569323,2
2317408154,7235751,1
2317408154,10537115327,2
2318157452,8369440602,1
2318157454,8369440606,1
2318157458,3284701146,2
2318157458,7878554395,2
2318157458,8369440609,2
2320917153,300094083,2
2320917153,306204269,3
2320917153,2378383722,2
2327425944,3410856580,2
2327425944,8977497997,2
2327425944,9836262371,1
2327425951,300931988,1
2327425951,8977497991,2
2327425951,9249471122,1
2327433450,26678173,2
2327433450,300371898,2
2327433450,9836262383,1
2327449232,300979574,1
2327449232,1803788903,2
2327449232,10676015884,1
2327477958,24609833,2
2327477958,293588524,1
2327477958,9951537131,1
2327477958,9951537143,1
2327477959,24609833,2
2327477966,267550707,1
2327477966,3098681284,2
2327477966,4199695885,2
2327491630,286581199,1
2327491630,10233262316,2
2328511277,7636804,1
2328511277,24996842,1
2332699087,2353526772,1
2332699087,3640471069,1
2332703105,2647428577,1
2332735515,5251299746,1
2332735520,265508432,1
2332735520,3744733496,1
2332735520,7488957434,1
2334771387,299512986,1
2335072928,2930997132,1
2338083476,706815,2
2338083476,7640634,1
2338083476,1331044361,2
2338083476,1628550490,2
2338083477,706815,2
2338083477,1628550490,2
2338083478,1184688376,1
2338083478,2367865191,1
2341000156,283279522,1
2341000156,4370956133,1
2341000156,4370956135,1
2341000156,4370956136,1
2342638258,7952191338,2
2343875245,3100567817,1
2349943036,9995821909,1
2350495092,279851482,1
2350495092,2350501801,1
2350501801,276585488,1
2350501801,323027766,1
2350501801,2350495092,1
2351216341,299396254,2
2351216341,452546315,1
2351227947,4849476131,2
2351227947,7952457260,3
2351227947,8380949642,1
2351252883,4849476073,2
2351252883,7457244877,1
2351257144,2351267411,2
2351267411,30451745,1
2351267411,30451810,2
2351909440,2255813457,1
2351918018,2255813373,1
2352201260,30891694,2
2352201260,2373187310,2
2352201260,9152723311,1
2352201270,30891694,2
2352201270,1579713320,2
2352201270,2373187310,2
2353526772,298497226,2
2353526772,6949733646,2
2353702552,6503261,1
2353702552,2353702556,2
2353702552,10902473682,1
2353702556,2353702552,2
2353702556,10659676468,1
2353726390,2428185167,2
2353726390,7187568402,1
2353726390,7187568403,2
2355133867,1331044336,1
2355133877,6503260,2
2355133877,7640629,1
2355133877,2366058881,1
2365455746,2365455751,1
2365455751,1784421026,2
2365455751,4328196818,1
2365455751,4885812631,1
2365455758,566204753,1
2365455758,2390418046,2
2366058881,2355133877,1
2366288520,2353702556,1
2366288549,2366288520,2
2366288549,9236370516,2
2366288549,10655453950,1
2367865191,1331044361,1
2367865191,2338083478,1
2369579168,3207920894,1
2369579168,6357644305,1
2369579168,6359420462,1
2369579168,10567931018,3
2373187310,2352201260,2
2373187310,2352201270,2
2373187310,2976750698,1
2377016054,271444208,2
2378150438,2327425951,1
2378150441,2366288549,1
2378150442,2327425944,1
2378150445,2206895597,1
2378150445,2913469209,1
2378326492,9236451284,1
2378326494,618888994,1
2378326510,3410701226,1
2378383719,1190873090,2
2378383719,3207920896,1
2378383719,9837951703,1
2378383721,6359420466,1
2378383721,6359420467,1
2378383722,725094,1
2378383722,6357644074,2
2378383724,1190873090,2
2378546714,7217650,1
2390418045,2305619297,2
2390418045,2390418046,2
2390418045,4885812630,3
2390418046,401034797,2
2390418046,2365455758,2
2390418046,2390418045,2
2390476095,2390476099,1
2390476099,380633502,2
2390476099,2390476100,1
2390476100,2390476101,1
2390476100,2440332705,1
2390476101,2304319789,2
2390476101,2440332693,1
2390476127,4885812631,2
2393603490,10676015862,1
2394218617,3098879781,2
2394218617,4199791740,1
2398191509,4849476119,3
2398191509,7952524006,2
2398191509,7952548292,1
2398191510,3189022696,2
2398191510,7952457240,1
2398191518,4849476106,2
2398191534,7952457238,1
2398191534,7952506384,2
2398191540,4849476169,1
2402868685,8977439265,1
2405293247,298795797,1
2405293247,10240278522,1
2405293265,298795783,1
2405293265,10240278522,1
2420865016,2420865018,1
2420865016,3098879762,2
2420865016,10784772883,1
2420865018,2420865019,1
2420865019,2420865020,1
2420865019,4199791758,2
2420865033,2420865035,2
2420865033,4207987635,2
2420865035,287509237,2
2420865035,2421041085,2
2421041085,298464623,2
2421041085,2421041087,2
2421041087,5528078630,1
2421041087,8347055766,2
2421041092,298464622,2
2424059336,7588110172,1
2424059356,2424059383,1
2424059356,2939870899,1
2424059372,2939870899,1
2424059383,8087255,1
2424059383,2424059356,1
2428138770,2428185164,2
2428138770,2683325890,1
2428185164,2428185167,2
2428185164,7187568403,2
2428185164,7187568430,1
2428185167,2302924770,2
2428185167,2428185169,1
2440332704,26948616,1
2440332705,2390476100,1
2440343036,2304319789,1
2440536548,2440536589,1
2440536589,2440536548,1
2449720331,2892598927,1
2450971101,7726665,2
2450971101,3208181893,1
2450971101,4927474144,1
2450971101,9084229147,1
2450980659,2450980668,2
2450980659,6535947153,1
2450980659,8977396159,1
2450980662,2450980665,2
2450980662,3207917490,1
2450980662,6535947159,2
2450980665,2450980662,2
2450980665,4393260662,1
2450980665,4393260675,1
2450980668,26630847,1
2450980668,2450980659,2
2450980668,6535947160,1
2460384709,698030,2
2472107022,10004960719,1
2472107031,10004960719,1
2478194750,1051217419,1
2478194750,1051217434,1
2479454888,1051217434,2
2479454888,6923443831,2
2479454888,10951990289,1
2479454888,10951990295,1
2488364312,1866593625,1
2490874012,8546305,2
2511778811,1190873115,2
2511778811,2369579170,1
2511778811,3207920894,1
2512504197,298795432,2
2512504197,1190873103,2
2512504197,10131037294,1
2512504199,298795684,1
2512504199,300094079,2
2512504199,1288924658,2
2512504199,10131037294,1
2513054100,298795496,1
2513054100,2513054106,2
2513054100,3635229217,1
2513054106,298795432,1
2513054106,2513054100,2
2514123539,4693958460,1
2516856968,1181499794,1
2516856968,2516856974,2
2516856968,9913432258,1
2516856974,1181499850,1
2516856974,2516856968,2
2516856974,3635193142,1
2516856974,3635193179,1
2516856980,1181499859,1
2516856980,2516857003,1
2516856980,9837951706,1
2516857003,2516856980,1
2516857008,2968637469,2
2516857008,6359420297,2
2516857008,8977396189,1
2516857008,8977396192,2
2516878400,287346618,1
2516878400,298795463,1
2523495892,7625999,1
2523495892,2178030035,2
2523495892,2523495889,1
2524227438,2205993214,1
2533691653,30569116,2
2533691653,1686058061,2
2533691653,2533691654,2
2533691654,1191307861,1
2533691654,2533691653,2
2533691654,2533691655,2
2533691655,279377697,2
2533691655,2533691654,2
2534881862,4884023020,2
2534881862,10674353752,2
2534881862,10676015864,2
2539866943,7773019,2
2539866943,8078536,1
2545772793,282907776,1
2547460307,8118517,2
2547460307,3724026662,1
2547460307,9324577319,2
2547460307,9324577323,2
2547460310,2237912303,1
2547460310,9324577319,2
2547460310,9324577324,2
2555352649,2255827402,1
2583448403,6570982843,2
2583448403,9171711990,1
2583448403,9171711995,1
2583448406,6570982840,1
2583448406,6570982843,2
2583448406,6570982846,1
2583448441,4519617427,1
2583448442,4519617433,1
2583448450,4519617436,2
2583448456,2583448452,1
2583448456,5807533763,2
2583448458,2583448456,2
2584912732,654739,2
2584912750,654739,2
2599647211,295133659,1
2599647211,4459313609,2
2599647211,9072338861,1
2602121817,576717,2
2610953235,8087147,1
2610953245,791984,2
2610953246,791984,2
2611016719,282908051,1
2611016719,1585513990,1
2611016719,5764144567,1
2611016719,9161359759,1
2625927871,5273585417,1
2625927871,5273585419,1
2625927871,8977498007,1
2625927886,5273585419,2
2625927886,8977498000,2
2625927886,8977498004,1
2625927889,5273585419,1
2631272264,1573491331,1
2632159325,2632159333,1
2632159333,2632159325,1
2647428577,298446935,1
2647428577,2332703105,1
2647428577,2647428583,1
2647428577,9944631037,1
2647428583,2647428577,1
2680743576,698657,2
2680743577,2680743579,1
2680743579,297971011,1
2680743579,2680743581,2
2680743581,2680743577,1
2680743581,4865725736,2
2683325890,2428185164,1
2683325895,2302924770,1
2683325896,2428138770,2
2683325896,7187568423,2
2683325896,7187568424,2
2683436342,3639238041,2
2683436342,3639238048,1
2683659015,1495196192,1
2683659015,3684761197,2
2683659015,3713903565,2
2683707675,4927474152,1
2687267399,4849476120,1
2687267409,4849476131,2
2687267410,7952457261,1
2687461340,3676767767,2
2687461340,8298188103,2
2687461345,2687461348,2
2687461345,3676767767,1
2687461345,8298188104,2
2687461348,8084096,1
2687461348,1411014685,2
2687461348,2687461345,2
2688188034,781571,1
2691458207,8491602211,2
2691458207,8491602212,2
2691486189,8491602213,1
2691486189,8491663723,1
2691486189,8491663724,1
2694388856,9286507854,1
2700735609,1384139800,1
2700735609,2746573867,1
2700735609,5711295352,2
2700735621,26187061,2
2700973891,26948616,2
2701598252,8079923,1
2701598288,6328330285,1
2701775193,8891108,3
2701860155,3677342722,1
2706588937,9324392816,1
2706588938,9324392816,1
2708792073,283110322,2
2708792073,10155079964,2
2708792073,10155079966,2
2708792079,10566474940,1
2720158869,8891108,2
2721583349,781568,2
2721583360,9866175253,1
2722426289,11062536,2
2722426289,3468326642,2
2722426289,6332069686,2
2722426289,8441650334,3
2722426295,6328329847,2
2722426295,6332069692,1
2722426295,8441650334,1
2724297439,7456811588,1
2724297439,9913869805,1
2724297445,7456811588,1
2724297447,7456811588,1
2737213869,7726672,2
2737213869,1190873106,1
2737213885,277056689,2
2740483949,26187061,1
2746573867,2700735609,1
2760235822,8032464,2
2760235822,8097289,2
2760235822,4945382676,1
2760235822,4945394110,1
2760235830,4945382658,2
2760235830,5298316563,2
2760235830,7209471596,1
2760235831,1014815197,1
2760235831,7209467982,2
2760235831,7212021125,2
2760235832,5298316563,2
2760235832,7209471608,1
2760235832,7212021150,2
2760235833,444998492,1
2760235833,445000983,2
2760235833,7212021144,1
2760235835,7209471610,1
2760235835,7212021141,2
2760235835,7591805390,2
2760235836,3624808716,1
2760235836,4945382715,1
2760235836,7209471587,1
2760235865,8078469,1
2760235865,10169925738,2
2760235865,10169925753,1
2760235867,421421768,2
2760235867,4886197691,2
2760235867,9950154959,1
2760235868,17520626,1
2760235868,421421685,2
2760235868,10169925765,1
2760235869,421421768,2
2760235869,6943455277,1
2760235869,10169925750,1
2760235869,10169925765,1
2760235870,8078470,1
2760235870,2760235872,2
2760235870,6943455261,1
2760235870,6943466010,2
2760235871,8078470,1
2760235871,2760235872,2
2760235871,3093678691,1
2760235871,6943455259,1
2760235872,8078470,1
2760235872,2760235870,2
2760235872,2760235871,2
2760235872,3093678706,2
2785772095,2785772108,1
2785772097,1050213922,1
2785772099,1050213916,1
2785772108,8087212,1
2785772108,1050213918,1
2785772108,2785772095,1
2785772108,2785772109,2
2785772109,8087211,1
2785772109,1625258943,1
2785772109,2785772108,2
2785772109,2785772115,1
2785772112,2785772114,1
2785772114,25962606,1
2785772114,104234726,1
2785772114,104234737,2
2785772114,2785772112,1
2785772115,2785772109,1
2815315652,2700735609,1
2819167586,2819167587,1
2819167587,2819167586,1
2819167587,2819167588,2
2819167587,2819167594,2
2819167588,2819167587,4
2819167588,2819167589,2
2819167589,1015217947,1
2819167589,2819167588,2
2819167589,2819167590,1
2819167589,2819167592,2
2819167590,2819167589,1
2819167591,2819167592,1
2819167592,1015217914,1
2819167592,2819167589,2
2819167592,2819167591,1
2819167592,2819167593,2
2819167593,2819167588,2
2819167593,2819167592,2
2819167593,2819167594,2
2819167594,1015217898,1
2819167594,2819167593,2
2819167594,2819167595,1
2819167595,2819167594,1
2825666668,3627218951,2
2870174873,2255813457,1
2892577889,24972440,1
2892577891,4501323217,2
2892577891,6466922272,2
2892598927,2449720331,1
2899149634,268690828,2
2899149634,8300566277,1
2899149634,8491602201,1
2899149635,6088923952,1
2899149635,6509427544,1
2912489609,9249469005,1
2912495362,2912495365,1
2912495362,2912495366,1
2912495363,2912495365,1
2912495365,2912495362,1
2912495365,2912495363,1
2912495365,2998172654,1
2912495366,1330913949,1
2912495366,2912495362,1
2912495366,2912495367,2
2912495367,2912495366,2
2912495367,9249469008,3
2912495367,10648833303,2
2912495368,10589601497,2
2912495368,10651284779,1
2912495368,10655888676,1
2913469209,2912495368,2
2913469209,10651284771,1
2913469209,10659728202,1
2913480963,1871902713,1
2918615959,2912495365,2
2918615959,6796507771,1
2918615959,10659676461,1
2930997132,2335072928,1
2931113183,7726675,2
2931113183,475182951,1
2931113183,1060100646,1
2931115240,7224402,2
2931115240,7726672,2
2933614551,5887504908,1
2933644801,7235696,1
2939870899,1441312,1
2939870899,2424059356,1
2939870899,2424059372,1
2942006411,22527535,1
2942006414,22527535,1
2943813059,1681343643,1
2968637469,2516857008,2
2975708194,10939340,2
2976750698,1579713320,1
2976750698,2373187310,1
3008378229,1468090616,2
3008379034,1294347076,1
3008379034,3008379037,1
3008379037,1468090628,2
3013003729,4305444891,1
3013003729,4306456870,1
3017466560,3017466561,1
3017466561,298466829,1
3017466561,3017466560,1
3017466561,9913869814,2
3017466561,9916531417,1
3028149337,9653989302,1
3035052614,268690821,2
3035052614,8300566258,1
3035052618,277052769,1
3035052618,8300566275,1
3054294156,6651812221,1
3054294182,6651812220,1
3060526552,423158236,1
3085198333,3085198352,1
3085198339,3085198341,1
3085198341,3085198339,1
3085198352,3085198333,1
3085198365,5477029962,1
3086030880,4849476122,2
3086030880,4849476123,2
3086466166,1794362542,1
3086466166,3627218944,2
3086466166,9877017426,1
3086466166,9877017448,1
3088872700,25284951,1
3089139917,250621623,1
3092851649,6503284,1
3092851654,3092851665,1
3092851654,3703480844,2
3092851665,3640000671,2
3093669085,1585537532,1
3093669085,2691458207,1
3093669085,8300566271,1
3093678691,257790035,1
3093678691,2760235871,1
3093678706,2760235872,2
3098681230,3098681275,2
3098681230,5305490475,1
3098681230,6955593873,2
3098681242,4200305103,2
3098681242,4200305108,1
3098681242,4200490777,2
3098681245,4200252912,2
3098681245,6949733648,1
3098681250,4200252932,1
3098681254,4199791706,2
3098681258,4199771189,2
3098681258,4199791706,2
3098681258,4199791726,1
3098681267,4199695624,1
3098681268,4199695637,1
3098681271,4199695662,1
3098681275,3098681230,2
3098681275,3098681284,4
3098681275,4199695821,2
3098681275,6299238426,1
3098681284,267550707,1
3098681284,2327477966,2
3098681284,3098681275,4
3098681284,3098681285,2
3098681285,298466202,1
3098681285,3098681284,2
3098681285,10229662874,1
3098681288,4199695635,1
3098681288,4199695637,2
3098681288,4199695652,3
3098879757,3639238043,2
3098879757,4199741586,4
3098879757,4199791749,2
3098879757,9703773537,1
3098879762,2420865016,2
