u,v,traffic_p_count
3623357788,9483802143,2
3623357788,10606295525,1
3623357788,10606295528,1
3623358704,6328325387,1
3624783324,7209471631,1
3624808694,26081757,1
3625203382,6952474335,1
3626959237,6651812343,1
3627218944,3086466166,2
3627218944,3100567826,2
3627218944,3100571356,2
3627218944,3279874620,2
3627218946,3627218947,1
3627218946,6048884463,1
3627218946,9950154968,2
3627218947,3627218946,1
3627218951,2226036755,1
3627218951,2825666668,2
3627218951,6048884455,1
3627218951,6048940992,1
3627218953,2226036755,2
3628650020,8010597286,1
3628906709,4865725737,2
3628996479,4184219948,2
3628996479,4184219955,1
3628996479,4184373095,2
3629166667,10013455116,1
3629171262,3629171263,2
3629171262,9951537149,1
3629171262,9965925742,1
3629171263,3447700622,1
3629171263,3629171262,2
3629171263,3629171264,1
3629171264,3629171263,1
3629171269,10013471124,1
3630664480,18176445,1
3630664480,4927576660,1
3630664484,4927576660,1
3630841670,3717537956,1
3630841671,3630841683,1
3630841671,3630850950,1
3630841683,3630841671,1
3630841683,3630841687,1
3630841683,3630850951,2
3630841683,3636998440,1
3630841687,3630841683,1
3630841995,8010597287,1
3630850950,3630841671,1
3630850951,3630841683,2
3630850951,3630850950,1
3630850951,4184219937,2
3634600808,86727401,1
3634600812,86727401,1
3634600814,86727399,1
3634600821,1418947935,1
3634600829,1418947935,1
3634600833,1418947935,1
3634600834,1418947935,1
3635193142,2516856974,1
3635193179,2516856974,1
3635213518,3635213519,1
3635213518,8977396191,1
3635213519,1059527645,2
3635213519,3635213518,1
3635213519,8977396191,2
3635213519,9913432241,1
3635219648,3635219649,1
3635219649,2516856980,3
3635219649,3635219648,1
3635219649,9837953918,1
3635229217,2513054100,1
3635229228,287346374,1
3635260612,24360092,1
3636998412,3628650020,1
3636998412,8010597287,1
3636998412,10229619697,1
3636998414,267550710,1
3636998414,3636998417,2
3636998414,10229619697,1
3636998417,6488623,1
3636998417,3636998414,2
3636998417,10229619705,1
3636998423,4184219924,1
3636998423,6465638704,1
3636998427,4184219907,1
3636998427,4184219912,2
3636998427,6465638704,2
3636998440,3630841683,1
3637243110,4929108044,1
3637243122,20922366,1
3639238041,3639238043,2
3639238041,3639238047,2
3639238043,3098879757,2
3639238043,4199791743,2
3639238043,4199791744,2
3639238045,4199791745,2
3639238045,4199791749,2
3639238047,3639238048,2
3639238047,3639378779,1
3639238047,9703773537,1
3639238048,3639238047,2
3639238048,3639378779,1
3639238049,2394218617,2
3639238049,3532722824,2
3639238049,4199791718,2
3639238056,269598178,1
3639238056,4199791701,2
3639238057,4199771178,2
3639238057,4199791701,2
3640000660,3640000671,2
3640000660,8491602206,3
3640000671,3640000660,2
3640000671,5228486787,3
3640339423,6488623,1
3640339423,4184219903,2
3640339423,10229619705,1
3640471069,298497226,2
3640471069,3640471072,1
3640471069,9912644674,1
3641701398,7707241,2
3641701420,435792953,1
3642483084,298870632,1
3642676196,4929108044,1
3646738310,1443465253,1
3646738310,7323781300,1
3658274233,6488661,2
3658274233,3678064963,1
3661137018,4199546198,1
3661137021,3628634533,1
3661137021,4184219937,2
3661137021,8010597287,1
3661137023,3630850951,2
3661137023,4184219937,2
3661983053,336229563,1
3662027356,3662027359,2
3662027356,7563505115,1
3662027359,270109828,1
3662027359,3662027356,2
3664103872,1247869465,1
3664103872,1270979151,1
3664103872,3474255839,1
3664103872,3664103874,1
3664103874,3664103872,1
3675330840,1944632366,1
3675342073,20927557,1
3675560898,17343216,1
3675560898,1656326851,2
3676767755,706324,1
3676767755,1446941357,1
3676767757,298530877,1
3676767757,1411001724,1
3676767763,375466,1
3676767765,3676767769,1
3676767767,2687461345,1
3676767770,375465,1
3676767773,706331,1
3676767773,1446941369,1
3676767773,3684761196,2
3677188246,1350230595,1
3677188246,7570731113,2
3677188246,7570731166,2
3677342722,2701860155,1
3677342722,8435220573,1
3677342722,8435220574,1
3677342722,9868508585,1
3678064963,3158589506,1
3678064963,4199695659,2
3678127220,3678127321,1
3678127220,7570731026,1
3678127220,7570731031,2
3678127318,7570731029,2
3678127322,3678127220,1
3678201686,296206873,1
3678201686,3678201687,2
3678201687,3678201686,2
3678201687,7289328538,1
3679257716,976030619,1
3679257716,4509105435,2
3679257718,976030585,1
3679257718,976030621,1
3679257718,4509105436,2
3679259118,6488690,1
3679259118,7670457,1
3679259118,4482361691,1
3684309678,298476910,1
3684761196,3676767770,1
3684761196,6949357851,2
3684761197,2683659015,2
3684761197,6949628450,1
3684761197,6949628460,2
3684761200,1441896599,1
3684761200,3713903560,2
3691541850,1064956199,1
3691541850,3691541851,2
3691541851,791996,1
3691541851,3691541850,2
3691900481,8563515,1
3691900481,4362675173,2
3695337451,270109829,1
3695337479,270109829,1
3700066888,3700066883,1
3700066888,3700066891,2
3700066888,4200252952,1
3700066891,3700066883,1
3700066891,3700066888,2
3700066891,4200252943,1
3700066893,3700066891,2
3700066893,4200252947,1
3703480844,697817,2
3703480844,3092851654,2
3703480844,3703480845,1
3703480845,3703480844,1
3708426717,3379809089,1
3708427425,3379809089,1
3708427426,3379809089,1
3713815420,3713815422,2
3713815420,3713903541,2
3713815420,6949628471,1
3713815422,7217656,2
3713815422,3713903552,1
3713815423,3713815420,1
3713903540,3713903550,1
3713903540,6949628471,1
3713903541,3713815420,2
3713903541,3713815422,2
3713903542,3713903540,2
3713903542,3713903543,1
3713903543,3713815422,1
3713903552,3713903555,1
3713903552,3713903565,1
3713903555,3713903562,2
3713903555,10007040666,1
3713903560,1441896599,1
3713903560,3684761200,2
3713903560,3713903561,2
3713903561,3713903542,2
3713903561,3713903560,2
3713903562,3676767755,2
3713903562,3713903559,1
3713903565,2683659015,2
3713903565,2933644801,1
3713903565,10007040666,1
3714216404,3353617264,2
3717392920,4184372047,1
3717537955,3636998417,1
3717537958,4184219912,1
3724026662,2547460307,1
3725025426,10233248878,1
3725025435,10233248878,2
3725025440,10233248871,2
3739494252,1712586429,1
3741473343,7302074,1
3744733496,2332735520,1
3744812737,296206801,2
3745067960,8082286,1
3745067960,3658261009,1
3745067960,4199695812,1
3747279314,20923508,1
3761438747,7244204,1
3761440653,1488281415,1
3761448798,8078455,2
3772002062,6805043317,1
3772002092,6805043317,1
3772022524,662908,2
3772022529,662908,2
3778052384,4444358299,1
3795941574,411808322,1
3822941271,10004928515,1
3822952752,1270978909,1
3822957349,3822957354,2
3822957349,6945826813,2
3822957354,118773,1
3822957354,3822957349,2
3822957354,6651812225,2
3835210709,6535947013,2
3835639402,20839566,2
3835639402,3835639366,1
3835639474,3835639402,2
3835639485,6938223162,2
3835639485,9350667398,1
3835639490,3835639485,1
3835639499,6938223164,1
3835639499,6938223171,1
3835639556,6938223172,2
3910340713,7952259321,2
3910340713,7952259322,2
3910340718,3910340720,1
3910340718,3910340721,1
3910340718,7952259349,2
3910340721,3910340718,1
3910340721,3910340722,1
3910340721,7952259350,1
3910340722,3910340717,1
3910340722,3910340720,1
3910340722,3910340721,1
3910340722,7952259321,2
3910340724,7952259320,1
3910340727,1607352156,1
3910340727,7952259313,2
3920514967,7726656,2
3931242758,300562272,1
3938259542,18011549,1
3943394103,318309848,1
3947191363,423158236,1
3948130154,1620062298,1
3948130957,1718634464,1
3994441531,267030260,1
3997224550,1246935395,1
3999937905,792937,2
4005885901,267030269,1
4005885957,6162389057,1
4082804181,368970213,2
4082804181,1660681616,2
4090838024,792937,2
4092911577,24956250,1
4093647766,727419770,1
4093647766,4093647767,2
4093647766,9948078906,1
4093647767,3447700623,1
4093647767,4093647766,2
4093647767,4093647768,2
4093647768,3389997628,1
4093647768,4093647767,2
4093647768,9924430853,1
4128349510,5887504908,1
4128349510,5887504925,1
4128349510,5887504928,1
4174194264,118806,1
4181990551,6328330285,1
4181990552,6328330285,1
4183516980,1729667571,1
4184219903,3640339423,2
4184219903,4184219905,1
4184219903,4184219908,2
4184219905,3640339423,1
4184219908,4184219899,1
4184219908,4184219903,2
4184219908,4184219912,2
4184219909,4184219908,1
4184219912,3636998427,2
4184219912,4184219907,2
4184219912,4184219908,2
4184219924,3636998427,1
4184219924,3717537958,1
4184219935,4184373093,1
4184219937,3630850951,2
4184219937,3661137021,2
4184219937,4184077791,1
4184219940,3661137018,1
4184219940,4184373093,2
4184219940,9795434485,1
4184219944,4184219940,1
4184219947,4184219948,1
4184219948,294222492,1
4184219948,3628996479,2
4184219948,4184373093,2
4184293585,4242897421,1
4184372047,3717392920,1
4184373093,4184219940,2
4184373093,4184219947,1
4184373093,4184219948,2
4184373095,3628996479,2
4184373095,4184219960,1
4184373095,10183544354,1
4184373096,3717537957,1
4184373096,4184219930,1
4184373098,6465638711,2
4184373098,8225026850,1
4184373098,10229462928,1
4184373099,26154589,2
4184373099,392834649,1
4184373099,10229462925,1
4184373099,10229591220,1
4184373130,392835996,1
4184373130,392837149,2
4184373130,4184373131,2
4184373131,7481118,1
4184373131,4184373130,2
4184373131,10229361157,2
4186875766,286581156,1
4186875766,2304187359,1
4186875766,2304187361,1
4199546198,4199546201,2
4199546198,4199546204,1
4199546201,3661137018,1
4199546201,4199546198,2
4199546203,4199546201,1
4199695619,3324332380,1
4199695619,4199695621,2
4199695621,478634555,1
4199695621,4199695619,2
4199695621,4199695624,2
4199695623,31875682,1
4199695623,4199695627,1
4199695623,4199695628,1
4199695624,3098681267,1
4199695624,4199695621,2
4199695624,4199695627,2
4199695624,4199741649,4
4199695627,269598171,1
4199695627,4199695623,1
4199695627,4199695624,2
4199695628,21556600,1
4199695628,1803799660,1
4199695628,4199695623,1
4199695629,31875682,2
4199695629,4199695633,2
4199695630,3324332379,1
4199695630,4199695634,2
4199695633,269598170,1
4199695633,4199695629,2
4199695634,21556598,1
4199695634,4199695630,2
4199695635,31875682,1
4199695635,3098681288,1
4199695637,3098681268,1
4199695637,3098681288,2
4199695637,4199695638,2
4199695637,4199695655,4
4199695638,21556596,1
4199695638,4199695637,2
4199695638,4199695639,2
4199695639,3324332378,1
4199695639,4199695638,2
4199695650,4199695652,1
4199695650,4199695656,1
4199695652,4199695650,1
4199695652,4199695655,2
4199695652,4199695661,2
4199695655,4199695637,4
4199695655,4199695652,2
4199695655,4199695659,2
4199695655,4199695662,2
4199695656,31875648,2
4199695656,4199695650,1
4199695656,4199695660,1
4199695659,1029964790,1
4199695659,3678064963,2
4199695659,4199695655,2
4199695661,269598165,1
4199695661,4199695656,2
4199695662,3098681271,1
4199695662,4199695655,2
4199695662,4199695661,2
4199695673,6488661,1
4199695678,31875648,2
4199695678,3389997623,2
4199695678,3389997632,1
4199695685,6488661,2
4199695685,4199695683,1
4199695686,4199695673,1
4199695686,4199695685,2
4199695687,3389997623,2
4199695687,4199695678,2
4199695688,3447669583,1
4199695688,4199695686,2
4199695688,4199695805,4
4199695790,300562272,3
4199695790,4199695688,2
4199695797,4199695685,2
4199695800,4199695797,1
4199695800,4199695801,1
4199695800,4527950107,1
4199695801,4199695686,2
4199695801,4199695800,1
4199695804,298466197,2
4199695804,4527950106,1
4199695804,4527950107,1
4199695805,4199695688,4
4199695810,302862876,1
4199695812,3745067960,1
4199695818,294222454,1
4199695818,302862876,2
4199695818,6299238425,1
4199695821,3098681275,2
4199695821,5305123130,2
4199695821,6299238427,1
4199695825,6299238425,1
4199695825,6955593873,2
4199695825,10864775088,1
4199695832,4199695818,2
4199695870,2327477966,2
4199695878,4199695885,2
4199695885,2327477966,2
4199695885,4199695891,1
4199695885,10690920228,1
4199695889,6488644,1
4199695889,8082274,2
4199695889,4199695894,2
4199695889,10229662874,1
4199695891,4199695892,1
4199695892,4199695891,1
4199695892,4199695895,1
4199695892,4199695896,2
4199695892,10690920228,1
4199695894,6488644,1
4199695894,4199695889,2
4199695895,4199695892,1
4199695896,4199695892,2
4199741574,4199741583,2
4199741574,4199741585,2
4199741582,4199741583,1
4199741583,4199741582,1
4199741583,4199741585,2
4199741583,4199741611,1
4199741585,4199741583,2
4199741585,4199741586,2
4199741585,4199741615,1
4199741586,3098879757,4
4199741586,4199741585,2
4199741586,4199741588,2
4199741586,4199741618,1
4199741588,4199741586,2
4199741588,4199741591,2
4199741588,8491228533,1
4199741591,4199741588,2
4199741591,8491228523,1
4199741611,4199741615,1
4199741611,4199741646,1
4199741615,4199741611,1
4199741615,4199741647,1
4199741618,4199741586,1
4199741618,4199741649,1
4199741620,3324332386,1
4199741620,4199741588,1
4199741645,4199741646,1
4199741646,4199741645,1
4199741646,4199741647,2
4199741646,4199741664,1
4199741647,4199741646,2
4199741647,4199741649,2
4199741647,4199741664,1
4199741649,4199695624,4
4199741649,4199741618,1
4199741649,4199741647,2
4199741649,4199741653,2
4199741653,4199741620,1
4199741653,4199741649,2
4199741653,4199741656,2
4199741656,3324332386,1
4199741656,4199741653,2
4199741664,4199695627,2
4199771178,3098681258,2
4199771178,4199791700,2
4199771179,4199771183,1
4199771183,4199791715,2
4199771183,4199791718,2
4199771185,3639238056,1
4199771189,4199791725,2
4199771189,4199791726,1
4199771193,3098879762,2
4199771193,4199771185,1
4199771193,4199791723,1
4199791700,4199791706,2
4199791700,4200252960,1
4199791701,3639238056,2
4199791701,3639238057,2
4199791701,4199791713,1
4199791706,3098681254,2
4199791706,3098681258,2
4199791706,4199791700,2
4199791706,4199791715,2
4199791713,4199771178,1
4199791715,4199771189,2
4199791715,4199791706,2
4199791715,4199791718,2
4199791716,3098681258,1
4199791716,4199771178,1
4199791718,3639238049,2
4199791718,4199791715,2
4199791718,4199791725,2
4199791725,4199791730,1
4199791725,4199791734,1
4199791726,3098681258,1
4199791730,2394218617,1
4199791732,3098879762,1
4199791734,4199791743,1
4199791740,3098879781,1
4199791741,4199791743,2
4199791743,3639238043,2
4199791743,4199791734,1
4199791743,4199791744,2
4199791744,4199791739,1
4199791744,4199791745,2
4199791745,2420865016,2
4199791745,3324332392,1
4199791749,3098879757,2
4199791749,3639238045,2
4199791749,4199791744,2
4199791758,2420865019,2
4199791758,2420865020,1
4199791758,9658642216,2
4200057993,8082310,1
4200080187,7476484,1
4200080303,7476484,1
4200080308,7056531162,1
4200080308,7056531163,1
4200080309,7056531163,1
4200252901,4200252915,2
4200252901,4200252918,2
4200252907,4200252912,2
4200252907,4200310203,1
4200252910,4200252913,2
4200252910,4200252914,1
4200252912,3098681245,2
4200252912,4200252907,2
4200252912,4200252915,2
4200252912,4200252917,1
4200252913,336264986,1
4200252913,4200252910,2
4200252914,4200252907,1
4200252915,4200252912,2
4200252915,4200252918,2
4200252915,4200252920,1
4200252917,4200252912,1
4200252918,4200252915,2
4200252918,4200252928,1
4200252918,4200252929,1
4200252926,287635295,1
4200252926,4200252931,2
4200252928,4200252933,1
4200252929,4200252918,1
4200252931,4200252924,1
4200252931,4200252926,2
4200252931,4200252932,2
4200252932,3098681250,1
4200252932,4200252931,2
4200252932,9793862897,1
4200252932,9950036244,2
4200252933,4200252937,2
4200252933,4200252956,1
4200252933,9798658068,1
4200252935,3700066883,1
4200252935,4200252943,1
4200252935,9793862897,1
4200252937,25438900,1
4200252937,4200252933,2
4200252937,4200252943,1
4200252943,3700066891,1
4200252943,4200252935,1
4200252943,4200252937,1
4200252947,4200252937,2
4200252952,3700066888,1
4200252956,9798823189,1
4200252960,4200252926,2
4200252960,4200252931,2
4200252961,3532722824,2
4200252961,3639238049,2
4200305103,6542976,1
4200305103,3098681242,2
4200305103,8659214328,1
4200490777,3098681242,2
4200490777,4200305108,2
4200490777,6949733648,2
4207987635,279695842,1
4207987635,2420865033,2
4214514456,1803914973,1
4214835850,4214835851,1
4214835851,4214835850,1
4225167449,6952446659,1
4225167450,1064663099,2
4225167452,1064663099,2
4225167452,4225167450,1
4225167452,10589344637,1
4225167455,4225167452,1
4225167458,2159729364,1
4225167459,2159729364,2
4225167459,2159729365,2
4225167459,4225167458,1
4225167464,1064956110,1
4225294594,1064956196,1
4225294594,4225294596,2
4225294594,9864759533,1
4225294596,4225294594,2
4225294596,6651812324,2
4225294596,9864759532,1
4237583607,7244208,2
4237583607,7741059,2
4237583607,4237583608,1
4237583608,4237583607,1
4242897421,4184293585,1
4243535480,20929983,1
4247979023,3358026114,1
4247979023,5001051721,1
4247979023,6040938987,2
4252257566,4966239886,2
4252257566,4966239890,1
4252997883,8087152,2
4252997883,4252998594,1
4252997883,4296995242,1
4252997883,7899100621,1
4252997884,8087152,2
4252997887,3458942773,1
4252998594,3458942773,1
4252998594,4252997883,1
4257078043,9867029833,1
4269774642,1394760842,1
4269777835,698683,2
4279694303,412406841,1
4279694307,1242123655,2
4279694307,1242123669,1
4279724842,6938357677,1
4279746997,1468090781,2
4279747004,6938357680,1
4288438529,7244208,3
4289244937,6503275,2
4289244937,6503284,2
4289244937,4289244949,3
4289244939,3092851649,1
4289244939,5798220235,1
4289244940,3703480844,1
4289244940,4289244939,1
4289244945,3092851649,1
4289244945,4289244949,2
4289244945,5798220236,1
4289244949,697817,2
4289244949,4289244945,2
4289336389,1866593625,1
4289336395,1866593625,1
4294520845,271653178,1
4294520847,271653178,1
4294520853,271653178,1
4294520876,271653072,2
4296995242,10437897,2
4296995242,4252997883,1
4296995260,8087152,1
4296995263,8087152,1
4296995263,4985131971,1
4305444782,3425425153,2
4305444784,4307713881,1
4305444786,3013003729,1
4305444788,3425425153,2
4306456870,3013003729,1
4307365116,4307365117,1
4307365117,4307365116,1
4307365117,4307365118,2
4307365117,9852000825,1
4307365118,411808290,1
4307365118,4307365117,2
4307365118,5642405506,1
4307713881,4305444784,1
4307713881,4307713883,1
4307713881,4985131971,2
4307713883,4307713881,1
4328196826,2365455758,1
4332243487,5663604949,1
4352442778,792906,2
4352442778,1185707939,1
4353457215,104313385,1
4357537629,2760235867,1
4362675173,3691900481,2
4362675173,4362675172,1
4362675173,11038633546,1
4362675176,4362675173,1
4370956133,2341000156,1
4370956135,2341000156,1
4370956136,2341000156,1
4376949426,1170269328,1
4393194477,8115914,2
4393194477,4393194485,1
4393194477,4393194749,2
4393194485,4393194477,1
4393194485,4393194734,1
4393194488,4393194477,1
4393194689,10169925753,1
4393194689,10169925754,2
4393194689,10197628031,2
4393194734,1598907886,1
4393194734,1598911594,1
4393194734,4393194485,1
4393194749,1630693019,1
4393194749,4393194477,2
4393194749,4393194752,3
4393194752,8115914,2
4393194752,4393194749,3
4393194752,10567765627,1
4393194752,10567765633,1
4393194753,8115914,2
4393194753,4393194782,1
4393194753,10567765627,1
4393194767,10197628031,1
4393194782,4393194753,1
4393205500,4393205501,2
4393205500,4393205502,1
4393205501,814166,1
4393205501,4393205500,2
4393205501,4393205503,1
4393205502,4393205500,1
4393205503,4393205501,1
4393215585,6511276293,1
4393215585,6535947155,1
4393215585,8977396175,2
4393215586,747487533,1
4393215586,4393215801,2
4393215586,8977396177,1
4393215790,1281820505,1
4393215790,4393215846,2
4393215790,6535947162,1
4393215801,4393215586,2
4393215801,4393246316,1
4393215801,8977396179,1
4393215810,325721776,1
4393215810,4393215830,2
4393215810,6535947146,1
4393215824,92994313,1
4393215824,8977396175,2
4393215824,8977396177,1
4393215830,884220702,1
4393215830,4393215810,2
4393215830,6535947162,1
4393215846,4393215790,2
4393215846,6535947155,1
4393215846,6535947163,1
4393246316,779225483,1
4393246316,4393215801,1
4393246318,4393215790,2
4393246318,6535947163,1
4393246320,7217648,1
4393246320,8977396196,2
4393246328,660828311,2
4393246328,4393246382,2
4393246338,7442110839,2
4393246338,8977396187,1
4393246338,8977396196,2
4393246382,995185681,1
4393246382,4393246328,2
4393246382,7442110838,1
4393260662,2450980665,1
4393824872,792846,2
4404424559,6488693,1
4405965555,18178298,2
4427861608,792009,2
4427861609,791984,2
4428612142,2205993214,1
4428758843,4428758852,1
4428758845,4428758852,1
4428758852,2205993230,1
4428758852,4428758843,1
4428758852,4428758845,1
4428758852,4428758860,1
4428758860,4428758852,1
4429468250,1414187880,1
4429468250,1686070444,2
4429468250,10042910393,1
4431448274,125444,2
4431448274,5340564443,2
4444358298,4444358299,2
4444358298,4626190493,1
4444358298,5345627114,1
4444358299,697520,2
4444358299,4444358298,2
4444387702,1620071179,2
4452335626,8087215,2
4452335626,8560959530,1
4459313598,295133659,1
4459313598,9072338857,1
4459313598,9072338861,1
4459313600,4459313602,1
4459313600,4459313606,2
4459313602,1242123676,1
4459313606,1065827673,1
4459313606,4459313600,2
4459313607,4459313606,1
4459313608,4459313612,1
4459313609,2599647211,2
4459313609,4459313608,1
4459313611,1195317081,2
4459313611,1280331077,1
4459313612,370336718,2
4459313612,4459313617,1
4459313617,370336718,2
4459313620,10437896,2
4462423412,4462423418,2
4462423416,1476215775,2
4462423416,4462423424,1
4462423418,1394741625,1
4462423418,4462423416,1
4462423418,4462423421,2
4462423421,1673177223,1
4462423421,4462423418,2
4462423424,911114529,1
4462423424,911114540,2
4462423424,4462423417,1
4482361691,3679259118,1
4484056197,270109829,1
4485796700,274873250,1
4494556203,8086171,1
4501323210,299506947,1
4501323210,5303229326,1
4501323210,6466922276,2
4501323211,4501323212,2
4501323211,5303229324,1
4501323211,5303229326,1
4501323212,299506935,1
4501323212,4501323211,2
4501323212,4501323213,2
4501323213,299506937,1
4501323213,4501323212,2
4501323213,6466922273,2
4501323214,1441289,1
4501323214,6466922273,2
4501323214,6938457460,1
4501323215,30441906,1
4501323215,6466922272,2
4501323215,6938457460,1
4501323217,1571216913,1
4501323217,2939900234,1
4501323217,6466922272,2
4501323218,6466922276,2
4501323218,6466936985,2
4501323218,6466936989,1
4502272990,727392862,1
4502272990,4502272991,1
4502272990,4502272994,1
4502272990,4502273005,2
4502272991,4502272990,1
4502272992,4502272993,1
4502272993,4502272992,1
4502272993,4502273004,1
4502272993,4645880153,1
4502272993,4646072524,1
4502272994,4502272990,1
4502273004,4502272993,1
4502273004,4502273005,1
4502273005,727392869,1
4502273005,4502272990,2
4502273005,4502273004,1
4502273005,4502273006,1
4502273006,4502273005,1
4502499799,8712582117,2
4502499799,8714219741,1
4504271019,8121564,1
4504271019,8121569,1
4504271019,1655806643,1
4509105435,6488711,1
4509105435,3679257716,2
4509105436,747675750,2
4509105436,3679257718,2
4513737639,2207169757,2
4513737639,4868490690,2
4513737639,4868490713,2
4513737653,5550759435,2
4513737658,4513737656,1
4513737658,8880171293,1
4513737661,10776414,1
4513737661,5550759439,1
4513737669,7005951312,1
4513737681,1472966169,2
4514061542,8084970,2
4519617384,20943866,1
4519617384,4519617389,1
4519617384,7917569816,1
4519617399,6570982877,2
4519617399,9171711992,1
4519617399,9171711994,1
4519617400,8086178,1
4519617400,4519617403,2
4519617400,9171711994,1
4519617401,4519617400,1
4519617403,4519617400,2
4519617403,4519617404,1
4519617403,9171711995,1
4519617405,1441283,1
4519617405,4519617407,2
4519617405,6570982873,1
4519617407,279329663,1
4519617407,4519617405,2
4519617407,6570982846,1
4519617426,125448,1
4519617426,4519617427,2
4519617427,2583448434,1
4519617427,4519617426,2
4519617430,2583448441,1
4519617430,4519617433,2
4519617431,299587330,1
4519617431,7952524015,2
4519617433,299587328,1
4519617433,4519617430,2
4519617435,8078521,1
4519617435,4519617436,2
4519617436,2583448442,1
4519617436,4519617435,2
4519617456,8096059,1
4519617456,18178298,1
4519617456,3377859548,1
4519617462,4519617456,1
4519617474,125444,1
4519617474,2013069540,1
4519617474,8108162988,1
4519617500,125437,1
4519617500,1394741617,1
4524327180,118869,2
4524327180,9893481691,1
4524327180,9893481692,2
4527950103,3745067960,1
4527950105,298466197,1
4527950107,4199695800,1
4527950107,4199695804,1
4535434933,725161,2
4538130315,375473,2
4550051762,793277,2
4553099162,7493352,2
4554111735,4554111740,1
4554111735,10570695820,2
4554111735,10574992639,1
4554111739,5316658777,1
4554111740,4554111735,1
4554111740,9795398800,1
4554111741,1629913404,1
4555480819,1204573694,2
4555480819,4555480821,2
4555480819,4555480822,3
4555480821,4555480819,2
4555480822,4555480819,3
4555480822,8319476222,2
4555480822,8319476223,2
4555480822,10048226645,2
4572131803,297822246,2
4576948178,452568901,1
4581844459,4929108030,2
4581844459,5824034045,1
4581844459,8977498006,1
4581844460,5273585420,1
4581844460,8977498000,2
4581844460,9450375557,1
4588674304,1190873098,2
4588674304,1190873107,2
4588674304,4588674305,1
4589938955,411631109,1
4594332245,7570727615,1
4608003057,1729562504,1
4608009855,8081497,1
4610694253,7924143983,2
4618005825,6328316211,1
4618005830,6328316211,1
4618548277,8099322,2
4620769368,8099321,2
4625116505,8099320,1
4625116505,8099322,2
4626190493,4444358298,1
4636012233,20917715,3
4645880153,4502272993,1
4646072524,4502272993,1
4652099948,267024700,1
4669043028,8796321042,1
4669043041,25248653,1
4669093113,7224388,2
4669093113,1310602132,1
4669093113,4669093135,1
4669093135,4669093113,1
4679093894,279992577,1
4684360834,4945266605,1
4684360839,4945266606,1
4690617146,20947800,2
4693958460,2514123539,1
4707701832,17207401,2
4708988456,2207188967,1
4710756730,17207381,1
4712175304,7224422,1
4716443717,339559852,2
4716608955,8084930,2
4717073273,698665,1
4717073290,7224386,2
4717583480,7224388,2
4720940851,298464610,2
4725687897,7397303,1
4726329540,1270978909,1
4726329564,4726329566,1
4726329566,18222745,1
4726329566,4726329564,1
4726329566,4726329575,1
4726329575,4726329566,1
4726329703,1270978909,1
4730948518,1036702774,1
4745313095,4745313105,1
4745313105,4745313095,1
4745313105,6270575075,1
4745313105,10102161530,1
4745313107,6270574824,1
4745313111,5798220234,1
4745313120,296206725,2
4745313120,4745313122,1
4745313120,6937813494,2
4745313121,8877414,1
4745313121,296206725,2
4745313121,4745313122,1
4745313121,6937813501,2
4745313122,4745313120,1
4745313122,4745313121,1
4775492488,5644060471,1
4815487352,6651812222,1
4848380224,22527546,2
4848380224,1064268199,1
4848380224,6499273892,1
4849476073,20930083,1
4849476073,2351252883,2
4849476077,30443024,1
4849476077,4849476078,2
4849476078,4849476077,2
4849476078,10790733632,1
4849476102,4849476163,1
4849476106,4849476156,1
4849476106,6570982858,1
4849476115,299587317,3
4849476115,2398191540,1
4849476115,10790733628,1
4849476116,4849476137,1
4849476117,4849476119,2
4849476117,10933864172,1
4849476117,10933864177,1
4849476119,4849476102,1
4849476119,4849476117,2
4849476119,4849476163,2
4849476120,2687267401,1
4849476120,4849476121,2
4849476120,4849476163,2
4849476121,2398191536,1
4849476121,4849476120,2
4849476121,7952523995,1
4849476122,4849476123,2
4849476122,7952457236,1
4849476122,7952523995,1
4849476123,4849476122,2
4849476123,7952457268,1
4849476131,2351227947,2
4849476131,2687267411,1
4849476131,4849476132,2
4849476132,4849476131,2
4849476134,4849476077,2
4849476137,4849476116,1
4849476137,4849476156,1
4849476150,4849476117,2
4849476156,4849476106,1
4849476156,4849476137,1
4849476163,4849476119,2
4849476163,4849476120,2
4849476163,7952524006,2
4849476169,8380949642,1
4849476169,10790733628,1
4849476169,10790733631,1
4862583449,6328318596,1
4862583474,560705640,1
4862583474,9712365652,1
4862622109,2205997345,1
4865725736,1483299145,1
4865725736,3487702359,1
4865725736,4865725738,2
4865725737,1040005855,1
4865725737,4865725738,2
4865725738,2680743577,1
4865725738,4865725736,2
4865725738,4865725737,2
4865725739,3468333455,1
4865725739,4865725740,2
4865725740,2680743579,2
4865725740,4865725739,2
4868153041,8319476222,1
4868490687,4868490688,2
4868490687,5970323721,1
4868490688,4868490689,1
4868490689,654737,2
4868490690,2207169757,2
4868490690,4868490706,1
4868490690,4868490713,2
4868490691,2207169748,1
4868490693,2207169748,1
4868490694,654738,1
4868490696,4868490702,2
4868490696,4868490709,2
4868490707,1036140825,1
4868490707,4868490687,1
4868490713,1038828762,1
4868490713,4868490690,2
4868490713,4868490707,1
4869909053,6488724,1
4873462285,2304319791,1
4874297873,1497843715,1
4876382493,4393246382,2
4876445689,1710546659,1
4876445689,4876445692,1
4876445689,5899422346,1
4876445689,10839839396,1
4876445690,257936260,1
4876445690,4876445691,1
4876445693,4876445689,1
4876445699,8136339,1
